row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngân VND,Nguyên tệ > USD,Nguyên tệ > LAK,Thời hạn thanh toán và ngày đáo hạn,Lãi suất %/năm,"Tài sản thế chấp (Thuyết minh số 5, 10, 12, 13, 14 và 15)",numeric__Số cuối năm > Ngân VND,numeric__Nguyên tệ > USD,numeric__Nguyên tệ > LAK,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất %/năm,"numeric__Tài sản thế chấp (Thuyết minh số 5, 10, 12, 13, 14 và 15)"
"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)","Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo)",,,,,,
Hợp đồng vay số 056/2013/LVB-ATTAPEU ngày 19 tháng 9 năm 2013,"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo) > Hợp đồng vay số 056/2013/LVB-ATTAPEU ngày 19 tháng 9 năm 2013",Hợp đồng vay số 056/2013/LVB-ATTAPEU ngày 19 tháng 9 năm 2013,165.582.110,-,59.993.518,Hoàn trả trong vòng 144 tháng kể từ ngày giải ngân đầu tiên (tức ngày 31 tháng 10 năm 2013),"13,5%/năm trong năm đầu tiên, sau đó được điều chỉnh 2 lần mỗi năm theo lãi suất tiên gửi tiết kiệm kỳ hạn 13 tháng + 3%/năm (13,5% -13,75%/năm)",Tài sản dự án thủy điện Năm Kông 2,165582110.0,,59993518.0,,,
Hợp đồng vay số 025/LVB.NVKD/2012 ngày 10 tháng 9 năm 2012,"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo) > Hợp đồng vay số 025/LVB.NVKD/2012 ngày 10 tháng 9 năm 2012",Hợp đồng vay số 025/LVB.NVKD/2012 ngày 10 tháng 9 năm 2012,27.371.223,-,9.917.110,Hoàn trả trong vòng 48 tháng tỉnh từ ngày giải ngân đầu tiên (tức ngày 10 tháng 9 năm 2012),"13,5%/năm trong năm đầu tiên, sau đó được điều chỉnh 2 lần mỗi năm theo lãi suất tiên gửi tiết kiệm kỳ hạn 12 tháng + 3%/năm (2015: 13,5%-13,75%/năm)","2 quyền sử dụng đất và toàn bộ tài sản gắn liền với đất tổng diện tích 7,9 ha tổng trị giá 14.301.500 USD",27371223.0,,9917110.0,,,
Hợp đồng vay số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015,"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo) > Hợp đồng vay số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015",Hợp đồng vay số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015,44.853.677,1.989.634,-,Hoàn trả trong vòng 60 tháng kể từ ngày giải ngân đầu tiên (tức ngày 30 tháng 11 năm 2015),"10,5","Tất cả các dụng cụ xây dựng, vật tư máy móc phục vụ cho dư án xây dựng nhà máy chế biến cọ đầu phát sinh sau khi bổ vốn đầu tư",44853677.0,1989634.0,,,10.5,
Tổng cộng Ngân hàng Lào - Việt,"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo) > Tổng cộng Ngân hàng Lào - Việt",Tổng cộng Ngân hàng Lào - Việt,1.397.191.001,,,,,,1397191001.0,,,,,
Trong đó:Vay dài hạnđến hạn trả,"Ngân hàng Lào - Việt, Chi nhánh Attapeu (tiếp theo) > Trong đó:Vay dài hạnđến hạn trả",Trong đó:Vay dài hạnđến hạn trả,57.395.862,,,,,,57395862.0,,,,,
