row_label_raw,row_label_full,Tên ngân hàng,Số cuối nămNgân VND,Nguyên tệUSD,Thời hạn thanh toán và ngày đáo hạn,Lãi suất%/năm,"Tài sản thế chấp(Thuyết minh số5, 10, 12, 13, 14 và 15)",numeric__Số cuối nămNgân VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất%/năm,"numeric__Tài sản thế chấp(Thuyết minh số5, 10, 12, 13, 14 và 15)"
"BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định","BIDV, Chi nhánh Bình Định",,,,,
Hợp đồng vay số01/2013/BIDV-Attapeu ngày 18 tháng 2 năm2013,"BIDV, Chi nhánh Bình Định > Hợp đồng vay số01/2013/BIDV-Attapeu ngày 18 tháng 2 năm2013",Hợp đồng vay số01/2013/BIDV-Attapeu ngày 18 tháng 2 năm2013,663.612.357,29.436.736,Hoàn trả trong vòng 120 tháng kể từ ngày giải ngân đầu tiên (tức ngày 18 tháng 4 năm 2013),Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 5%/năm(2015: 7%/năm),"121 cần hồ thuộc Cao ốc Hoàng Văn Thu, Thành phố Pleiku, Tĩnh Gia Lai; quyền sử dụng đất tại Hồ sinh thái Đồng Đa, Thành phố Quy Nhơn; nhà máy đá Grannite HAGL tại Tĩnh Gia Lai; 136 căn hộ thuộc khu căn hộ cao cấp HAGL-BIDV tại Tĩnh Đắk Lắk; số dư tiền gửi ngân hàng 5.850.088 ngân VND tại BIDV (Thuyết minh số 5); quyền sử dụng 6.993,2 \( m^{2} \) đất tại Phù Đồng, Pleiku, Gia Lai; một phần quyền thuê đất và tài sản gắn liền trên đất bao gồm 5.588 ha cao su và 2.093,6 ha cơ dầu tại Tỉnh Attapeu, Lào",663612357.0,29436736.0,,,
Hợp đồng vay số01/2012/BIDV-HAGL_Attapeu ngày 22 tháng 3 năm 2012,"BIDV, Chi nhánh Bình Định > Hợp đồng vay số01/2012/BIDV-HAGL_Attapeu ngày 22 tháng 3 năm 2012",Hợp đồng vay số01/2012/BIDV-HAGL_Attapeu ngày 22 tháng 3 năm 2012,581.001.018,25.772.235,Hoàn trả trong vòng 72 tháng kể từ ngày giải ngân đầu tiên (tức ngày 23 tháng 4 năm 2012),"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 3,5%/năm(2015: 7%- 8%/năm)","Quyền thuê và tài sản gắn liền với quy mô 51 ha tại Huyền Phou Vong, Tỉnh Attapeu, Lào",581001018.0,25772235.0,,,
Tổng cộng BIDV,"BIDV, Chi nhánh Bình Định > Tổng cộng BIDV",Tổng cộng BIDV,2.868.532.269,,,,,2868532269.0,,,,
Trong đó:Vay dài hạn đến hạn trả,"BIDV, Chi nhánh Bình Định > Trong đó:Vay dài hạn đến hạn trả",Trong đó:Vay dài hạn đến hạn trả,459.254.679,,,,,459254679.0,,,,
