row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước (Trình bày lại – Thuyết minh số 41),numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại – Thuyết minh số 41)
,,,III. LƯU CHUYẾN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu cho cổ đông không kiểm soát,,159.000.000,1.100.000.000,,,159000000.0,1100000000.0
32,32,32,Tiền trả lại vốn góp cho cổ đông không kiểm soát,,(2.200.000),-,,,-2200000.0,
33,33,33,Tiền thu từ đi vay,,15.978.713.459,10.846.172.358,,,15978713459.0,10846172358.0
34,34,34,Tiền trả nợ gốc vay,,(7.342.378.545),(7.130.396.235),,,-7342378545.0,-7130396235.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho cổ đông không kiểm soát",,-,(4.173.042),,,,-4173042.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,8.793.134.914,4.811.603.081,,,8793134914.0,4811603081.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(10.447.122),(1.469.842.205),,,-10447122.0,-1469842205.0
60,60,60,Tiền đầu năm,,978.413.817,2.448.256.022,,,978413817.0,2448256022.0
70,70,70,Tiền cuối năm,5,967.966.695,978.413.817,,5.0,967966695.0,978413817.0
