row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng TMCP Xuất nhập khẩu Việt Nam (""Eximbank"") - Sở Giao dịch 1 > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 3.155.600.000 > 2.868.532.269,Ngàn VND Số đầu năm > 2.320.110.909 > 2.141.159.481,numeric__Số cuối năm > 3.155.600.000 > 2.868.532.269,numeric__Ngàn VND Số đầu năm > 2.320.110.909 > 2.141.159.481
"Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng TMCP Sài Gòn Thương Tín (""Sacombank"")",1.208.568.105,971.200.203,1208568105.0,971200203.0
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu",1.397.191.001,479.438.961,1397191001.0,479438961.0
"Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"")",937.322.850,-,937322850.0,
"Ngân hàng TMCP Á Châu (""ACB"") - Chi nhánh Gia Lai (*)","Ngân hàng TMCP Á Châu (""ACB"") - Chi nhánh Gia Lai (*)","Ngân hàng TMCP Á Châu (""ACB"") - Chi nhánh Gia Lai (*)",178.581.238,147.455.793,178581238.0,147455793.0
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai",-,47.704.474,,47704474.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.745.795.463,6.107.069.821,9745795463.0,6107069821.0
Trong đó:,Trong đó:,Trong đó:,,,,
Vay dài hạn ngân hàng đến hạn trả,Trong đó: > Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,1.194.348.748,416.226.551,1194348748.0,416226551.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,8.551.446.715,5.690.843.270,8551446715.0,5690843270.0
