row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngàn VND,Thời hạn thanh toán và ngày đáo hạn,Lãi suất(%/năm),"Tài sản thế chấp(Thuyết minh số 10, 12, 13, 14 và 15)",numeric__Số cuối năm > Ngàn VND,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất(%/năm),"numeric__Tài sản thế chấp(Thuyết minh số 10, 12, 13, 14 và 15)"
"HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai","HD Bank, Chi nhánh Sở giao dịch Đồng Nai",,,,
Hợp đồng vay số0577/2015/HĐTDHM-DN/135ngày 12 tháng 6 năm 2015,"HD Bank, Chi nhánh Sở giao dịch Đồng Nai > Hợp đồng vay số0577/2015/HĐTDHM-DN/135ngày 12 tháng 6 năm 2015",Hợp đồng vay số0577/2015/HĐTDHM-DN/135ngày 12 tháng 6 năm 2015,169.914.668,Từ ngày 6 tháng 4 năm2016 đến ngày 25 tháng 5năm 2016,"10,5",Tài sản hình thành tử vốn vay (thức ăn cho bò) -khô bã đầu nành và 5.000.000 cổ phiếu Công tycủa Chủ tịch Hội đồng Quản trị Công ty,169914668.0,,10.5,
Hợp đồng vay số0874/2015/HĐTDHM-DN/135ngày 31 tháng 8 năm 2015,"HD Bank, Chi nhánh Sở giao dịch Đồng Nai > Hợp đồng vay số0874/2015/HĐTDHM-DN/135ngày 31 tháng 8 năm 2015",Hợp đồng vay số0874/2015/HĐTDHM-DN/135ngày 31 tháng 8 năm 2015,280.000.000,Từ ngày 1 tháng 9 năm2016 đến ngày 3 tháng 9năm 2016,11,"24.300.000 cổ phiếu Công ty sở hữu bởi Công tyCổ phần Chăn nuôi Gia Lai - bên liên quan, vàcác quyền phát sinh liên quan",280000000.0,,11.0,
Tổng cộng HDBank,"HD Bank, Chi nhánh Sở giao dịch Đồng Nai > Tổng cộng HDBank",Tổng cộng HDBank,449.914.668,,,,449914668.0,,,
