row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 41),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 41)
300,300,300,C. NỘ PHẢI TRẢ,,32.962.668.396,21.129.029.145,,,32962668396.0,21129029145.0
310,310,310,I. Nợ ngắn hạn,,13.212.975.900,9.457.201.508,,,13212975900.0,9457201508.0
311,311,311,1. Phải trả người bán ngắn hạn,21,1.123.648.086,652.932.314,,21.0,1123648086.0,652932314.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,22,1.438.433.801,508.736.004,,22.0,1438433801.0,508736004.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,23,275.400.876,284.722.381,,23.0,275400876.0,284722381.0
314,314,314,4. Phải trả người lao động,,46.519.890,44.733.270,,,46519890.0,44733270.0
315,315,315,5. Chi phí phải trả ngắn hạn,24,809.388.331,503.364.457,,24.0,809388331.0,503364457.0
319,319,319,6. Phải trả ngắn hạn khác,25,1.217.547.588,614.954.515,,25.0,1217547588.0,614954515.0
320,320,320,7. Vay ngắn hạn,26,8.297.755.147,6.839.582.567,,26.0,8297755147.0,6839582567.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,4.282.181,8.176.000,,,4282181.0,8176000.0
330,330,330,II. Nợ dài hạn,,19.749.692.496,11.671.827.637,,,19749692496.0,11671827637.0
337,337,337,1. Phải trả dài hạn khác,25,546.724.865,169.773.513,,25.0,546724865.0,169773513.0
338,338,338,2. Vay dài hạn,26,18.801.459.914,11.286.989.938,,26.0,18801459914.0,11286989938.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,36.3,395.127.749,208.457.044,,363.0,395127749.0,208457044.0
342,342,342,4. Dự phòng phải trả dài hạn,,6.379.968,6.607.142,,,6379968.0,6607142.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,16.265.720.282,15.355.204.328,,,16265720282.0,15355204328.0
410,410,410,I. Vốn chủ sở hữu,,16.265.720.282,15.355.204.328,,,16265720282.0,15355204328.0
411,411,411,1. Vốn cổ phần,27.1,7.899.679.470,7.899.679.470,,271.0,7899679470.0,7899679470.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.899.679.470,7.899.679.470,,,7899679470.0,7899679470.0
412,412,412,2. Thặng dư vốn cổ phần,27.1,3.539.078.784,3.539.078.784,,271.0,3539078784.0,3539078784.0
415,415,415,3. Cổ phiếu quỹ,27.1,(686.640),(686.640),,271.0,-686640.0,-686640.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,27.1,555.077.253,670.143,,271.0,555077253.0,670143.0
418,418,418,5. Quỹ đầu tư phát triển,27.1,279.895.303,249.756.283,,271.0,279895303.0,249756283.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,27.1,2.023.903.249,2.517.123.517,,271.0,2023903249.0,2517123517.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.570.546.874,1.092.953.681,,,1570546874.0,1092953681.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,453.356.375,1.424.169.836,,,453356375.0,1424169836.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,28,1.968.772.863,1.149.582.771,,28.0,1968772863.0,1149582771.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,49.228.388.678,36.484.233.473,,,49228388678.0,36484233473.0
