row_label_raw,row_label_full,"Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.896.279.457,Ngàn VND Số đầu năm > 497.665.111,numeric__Số cuối năm > 1.896.279.457,numeric__Ngàn VND Số đầu năm > 497.665.111
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"")",853.351.981,230.433.668,853351981.0,230433668.0
"Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Sở giao dịch Đồng Nai","Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (""HDBank"") - Chi nhánh Sở giao dịch Đồng Nai",449.914.668,66.377.608,449914668.0,66377608.0
"Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai","Ngân hàng TMCP Ngoại thương Việt Nam (""Vietcombank"") - Chi nhánh Gia Lai",-,548.879.629,,548879629.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.199.546.106,1.343.356.016,3199546106.0,1343356016.0
