row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí các căn hộ xây để bán (i),Chi phí các căn hộ xây để bán (i),Chi phí các căn hộ xây để bán (i),644.705.652,813.467.945,644705652.0,813467945.0
Thành phẩm,Thành phẩm,Thành phẩm,38.557.275,130.834.310,38557275.0,130834310.0
Hàng hóa (ii),Hàng hóa (ii),Hàng hóa (ii),10.267.024,5.217.701,10267024.0,5217701.0
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",2.428.332.779,610.217.068,2428332779.0,610217068.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí nuôi bò thịt (iii),Trong đó: > Chi phí nuôi bò thịt (iii),Chi phí nuôi bò thịt (iii),1.389.087.259,141.250.534,1389087259.0,141250534.0
Hoạt động sản xuất,Trong đó: > Hoạt động sản xuất,Hoạt động sản xuất,521.785.649,365.384.652,521785649.0,365384652.0
Hoạt động xây dựng,Trong đó: > Hoạt động xây dựng,Hoạt động xây dựng,516.598.857,102.920.168,516598857.0,102920168.0
Cung cấp dịch vụ,Trong đó: > Cung cấp dịch vụ,Cung cấp dịch vụ,861.014,661.714,861014.0,661714.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,470.738.184,345.791.674,470738184.0,345791674.0
Vật liệu xây dựng,Trong đó: > Vật liệu xây dựng,Vật liệu xây dựng,41.367.158,155.134.872,41367158.0,155134872.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",17.666.745,24.241.988,17666745.0,24241988.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,3.651.634.817,2.084.905.558,3651634817.0,2084905558.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(5.182.807),,-5182807.0,
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,3.646.452.010,2.084.905.558,3646452010.0,2084905558.0
