row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,Khách hàng thương mại trả tiền trước,796.834.695,329.532.458,796834695.0,329532458.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công ty Cổ phần Bò Đông Dương,Trong đó: > Công ty Cổ phần Bò Đông Dương,Công ty Cổ phần Bò Đông Dương,574.711.583,-,574711583.0,
Các khách hàng khác,Trong đó: > Các khách hàng khác,Các khách hàng khác,222.123.112,329.532.458,222123112.0,329532458.0
Khách hàng dịch vụ xây dựng trả tiền trước,Trong đó: > Khách hàng dịch vụ xây dựng trả tiền trước,Khách hàng dịch vụ xây dựng trả tiền trước,267.453.816,150.000.000,267453816.0,150000000.0
Khách hàng mua cản hộ trả tiền trước,Trong đó: > Khách hàng mua cản hộ trả tiền trước,Khách hàng mua cản hộ trả tiền trước,374.145.290,29.203.546,374145290.0,29203546.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.438.433.801,508.736.004,1438433801.0,508736004.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Các khách hàng khác,Trong đó: > Các khách hàng khác,Các khách hàng khác,1.186.629.294,258.276.004,1186629294.0,258276004.0
Bên liên quan (Thuyết minh số 37),Trong đó: > Bên liên quan (Thuyết minh số 37),Bên liên quan (Thuyết minh số 37),251.804.507,250.460.000,251804507.0,250460000.0
