row_label_raw,row_label_full,col_0,Vốn cổ phần,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Phụ trội hợp nhất công ty con,Chênh lệch tỷ giá hối đoái,Quỹ đầu tư phát triển,Quỹ dự phòng tài chính,Lợi nhuận sau thuế chưa phân phối,Ngàn VND Tổng cộng,numeric__Vốn cổ phần,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Phụ trội hợp nhất công ty con,numeric__Chênh lệch tỷ giá hối đoái,numeric__Quỹ đầu tư phát triển,numeric__Quỹ dự phòng tài chính,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Ngàn VND Tổng cộng
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,,,,,
Số đầu năm (Trình bày lại – Thuyết minh số 41),Năm nay > Số đầu năm (Trình bày lại – Thuyết minh số 41),Số đầu năm (Trình bày lại – Thuyết minh số 41),7.899.679.470,3.539.078.784,(686.640),(147.024.909),670.143,8.622.737,241.133.546,2.664.148.426,14.205.621.557,7899679470.0,3539078784.0,-686640.0,-147024909.0,670143.0,8622737.0,241133546.0,2664148426.0,14205621557.0
Phân loại lại (Thuyết minh số 42),Năm nay > Phân loại lại (Thuyết minh số 42),Phân loại lại (Thuyết minh số 42),-,-,-,147.024.909,-,241.133.546,(241.133.546),(147.024.909),-,,,,147024909.0,,241133546.0,-241133546.0,-147024909.0,
Số đầu năm (Đã trình bày lại),Năm nay > Số đầu năm (Đã trình bày lại),Số đầu năm (Đã trình bày lại),7.899.679.470,3.539.078.784,(686.640),-,670.143,249.756.283,-,2.517.123.517,14.205.621.557,7899679470.0,3539078784.0,-686640.0,,670143.0,249756283.0,,2517123517.0,14205621557.0
Lợi nhuận thuần trong năm,Năm nay > Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,502.343.207,502.343.207,,,,,,,,502343207.0,502343207.0
Chênh lệch tỷ giá hối đoái,Năm nay > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,-,-,-,-,554.407.110,-,-,-,554.407.110,,,,,554407110.0,,,,554407110.0
"Thủ lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban thư ký Trích lập quỹ đầu tư phát triển và quỹ phúc lợi","Năm nay > Thủ lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban thư ký Trích lập quỹ đầu tư phát triển và quỹ phúc lợi","Thủ lao cho Hội đồng Quản trị, Ban Kiểm soát và Ban thư ký Trích lập quỹ đầu tư phát triển và quỹ phúc lợi",-,-,-,-,-,-,-,(737.400),(737.400),,,,,,,,-737400.0,-737400.0
Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Năm nay > Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,-,-,-,-,-,30.139.020,-,(48.249.432),(18.110.412),,,,,,30139020.0,,-48249432.0,-18110412.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,7.899.679.470,3.539.078.784,(686.640),-,555.077.253,279.895.303,-,2.023.903.249,14.296.947.419,7899679470.0,3539078784.0,-686640.0,,555077253.0,279895303.0,,2023903249.0,14296947419.0
