row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 41),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 41)
100,100,100,A. TÀI SẢN NGẮN HẠN,,13.215.916.673,9.678.319.508,,,13215916673.0,9678319508.0
110,110,110,I. Tiền,5,967.966.695,978.413.817,,5.0,967966695.0,978413817.0
111,111,111,1. Tiền,,967.966.695,978.413.817,,,967966695.0,978413817.0
130,130,130,II. Các khoản phải thu ngắn hạn,,8.469.868.136,6.426.635.674,,,8469868136.0,6426635674.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.607.110.089,2.048.582.210,,6.0,1607110089.0,2048582210.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,1.661.082.955,2.127.283.332,,7.0,1661082955.0,2127283332.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,3.699.988.122,1.366.336.857,,8.0,3699988122.0,1366336857.0
136,136,136,4. Phải thu ngắn hạn khác,9,1.511.776.819,889.733.471,,9.0,1511776819.0,889733471.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(10.089.849),(5.300.196),,,-10089849.0,-5300196.0
140,140,140,III. Hàng tồn kho,10,3.646.452.010,2.084.905.558,,10.0,3646452010.0,2084905558.0
141,141,141,1. Hàng tồn kho,,3.651.634.817,2.084.905.558,,,3651634817.0,2084905558.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(5.182.807),,,,-5182807.0,
150,150,150,IV. Tài sản ngắn hạn khác,,131.629.832,188.364.459,,,131629832.0,188364459.0
151,151,151,1. Chi phí trả trước ngắn hạn,,13.427.321,47.264.148,,,13427321.0,47264148.0
152,152,152,2. Thuế GTGT được khấu trừ,,33.767.746,44.408.079,,,33767746.0,44408079.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,23,2.238.777,14.908.992,,23.0,2238777.0,14908992.0
155,155,155,4. Tài sản ngắn hạn khác,11,82.195.988,81.783.240,,11.0,82195988.0,81783240.0
200,200,200,B. TÀI SẢN DÀI HẠN,,36.012.472.005,26.805.913.965,,,36012472005.0,26805913965.0
210,210,210,I. Các khoản phải thu dài hạn,,6.141.903.570,6.729.891.525,,,6141903570.0,6729891525.0
215,215,215,1. Phải thu về cho vay dài hạn,8,6.062.008.291,6.311.592.294,,8.0,6062008291.0,6311592294.0
216,216,216,2. Phải thu dài hạn khác,9,79.895.279,418.299.231,,9.0,79895279.0,418299231.0
220,220,220,II. Tài sản cố định,,6.287.742.157,5.303.946.388,,,6287742157.0,5303946388.0
221,221,221,1. Tài sản cố định hữu hình,12,6.176.778.419,5.145.616.089,,12.0,6176778419.0,5145616089.0
222,222,222,Nguyên giá,,7.116.522.216,5.805.775.693,,,7116522216.0,5805775693.0
223,223,223,Giá trị hao mòn lũy kế,,(939.743.797),(660.159.604),,,-939743797.0,-660159604.0
227,227,227,2. Tài sản vô hình,13,110.963.738,158.330.299,,13.0,110963738.0,158330299.0
228,228,228,Nguyên giá,,146.580.676,176.921.034,,,146580676.0,176921034.0
229,229,229,Giá trị hao mòn lũy kế,,(35.616.938),(18.590.735),,,-35616938.0,-18590735.0
230,230,230,III. Bất động sản đầu tư,14,81.725.494,147.263.493,,14.0,81725494.0,147263493.0
231,231,231,1. Nguyên giá,,84.074.852,148.013.552,,,84074852.0,148013552.0
232,232,232,2. Giá trị hao mòn lũy kế,,(2.349.358),(750.059),,,-2349358.0,-750059.0
240,240,240,IV. Tài sản dở dang dài hạn,,21.458.876.315,12.747.259.561,,,21458876315.0,12747259561.0
242,242,242,1. Chi phí xây dựng cơ bán dở dang,15,21.458.876.315,12.747.259.561,,15.0,21458876315.0,12747259561.0
250,250,250,V. Đầu tư tài chính dài hạn,,328.257.789,500.435.332,,,328257789.0,500435332.0
252,252,252,1. Đầu tư vào các công ty liên kết,17.2,252.299.640,463.677.182,,172.0,252299640.0,463677182.0
253,253,253,2. Đầu tư góp vốn vào các đơn vị khác,18,75.938.149,36.738.150,,18.0,75938149.0,36738150.0
255,255,255,3. Đầu tư nằm giữ đến ngày đáo hạn,,20.000,20.000,,,20000.0,20000.0
260,260,260,VI. Tài sản dài hạn khác,,1.713.966.680,1.377.117.666,,,1713966680.0,1377117666.0
261,261,261,1. Chi phí trả trước dài hạn,19,1.156.515.098,1.054.603.703,,19.0,1156515098.0,1054603703.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,82.941.387,148.861.210,,363.0,82941387.0,148861210.0
269,269,269,3. Lợi thế thương mại,20,474.510.195,173.652.753,,20.0,474510195.0,173652753.0
270,270,270,TỔNG CỘNG TÀI SẢN,,49.228.388.678,36.484.233.473,,,49228388678.0,36484233473.0
