row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,755.208.152,241.030.357,755208152.0,241030357.0
"Trả trước cho nhà thầu của các công trình xây dựng căn hộ của Tập đoàn và mua máy móc, thiết bị","Trả trước cho nhà thầu của các công trình xây dựng căn hộ của Tập đoàn và mua máy móc, thiết bị","Trả trước cho nhà thầu của các công trình xây dựng căn hộ của Tập đoàn và mua máy móc, thiết bị",585.491.717,922.757.727,585491717.0,922757727.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
HongKong Tongqing International Trading Limited,Trong đó: > HongKong Tongqing International Trading Limited,HongKong Tongqing International Trading Limited,244.247.966,407.507.805,244247966.0,407507805.0
Trả trước cho các nhà thầu khác,Trong đó: > Trả trước cho các nhà thầu khác,Trả trước cho các nhà thầu khác,341.243.751,515.249.922,341243751.0,515249922.0
Trả trước cho thầu phụ hai dự án sản bay ở Lào,Trong đó: > Trả trước cho thầu phụ hai dự án sản bay ở Lào,Trả trước cho thầu phụ hai dự án sản bay ở Lào,320.383.086,963.495.248,320383086.0,963495248.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.661.082.955,2.127.283.332,1661082955.0,2127283332.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước các bên liên quan (Thuyết minh số 37),Trong đó: > Trả trước các bên liên quan (Thuyết minh số 37),Trả trước các bên liên quan (Thuyết minh số 37),489.232.072,43.910.459,489232072.0,43910459.0
Trả trước các bên khác,Trong đó: > Trả trước các bên khác,Trả trước các bên khác,1.171.850.883,2.083.372.873,1171850883.0,2083372873.0
