row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.085.429.076.168,8.356.843.503.280,,400.0,,9085429076168.0,8356843503280.0
I.,I.,I.,Vốn chủ sở hữu,410,29,9.044.584.238.640,8.312.963.548.452,,410.0,29.0,9044584238640.0,8312963548452.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.483.500.000.000,4.483.500.000.000,,411.0,,4483500000000.0,4483500000000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.483.500.000.000,4.483.500.000.000,,,,4483500000000.0,4483500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,929.867.056.019,929.867.056.019,,412.0,,929867056019.0,929867056019.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,17.162.355.346,17.162.355.346,,414.0,,17162355346.0,17162355346.0
4.,4.,4.,Cổ phiếu quỹ,415,,(1.713.600),(1.713.600),,415.0,,-1713600.0,-1713600.0
5.,5.,5.,Chênh lệch đánh giá lại tài sản,416,,(211.681.407.015),(211.681.407.015),,416.0,,-211681407015.0,-211681407015.0
6.,6.,6.,Chênh lệch tỷ giá hối đoái,417,,(3.205.804.051),(14.320.575.687),,417.0,,-3205804051.0,-14320575687.0
7.,7.,7.,Quỹ đầu tư phát triển,418,,693.263.706.476,431.195.404.115,,418.0,,693263706476.0,431195404115.0
8.,8.,8.,Quỹ khác thuộc vốn chủ sở hữu,420,,6.257.939.977,6.257.939.977,,420.0,,6257939977.0,6257939977.0
9.,9.,9.,Lợi nhuận sau thuế chưa phân phối,421,,1.659.864.625.390,1.410.538.854.492,,421.0,,1659864625390.0,1410538854492.0
9.,9.,9.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,380.051.983.106,186.886.752.025,,,,380051983106.0,186886752025.0
9.,9.,9.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.279.812.642.284,1.223.652.102.467,,,,1279812642284.0,1223652102467.0
10.,10.,10.,Lợi ích của cổ đông không kiểm soát,429,,1.469.557.480.098,1.260.445.634.805,,429.0,,1469557480098.0,1260445634805.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,40.844.837.528,43.879.954.828,,430.0,,40844837528.0,43879954828.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cổ định,432,30,40.844.837.528,43.879.954.828,,432.0,30.0,40844837528.0,43879954828.0
