row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LUƯ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUƯ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUƯ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUƯ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,100.232.001.484,149.450.000.000,,31.0,100232001484.0,149450000000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,6.462.987.802.853,5.488.834.350.880,,33.0,6462987802853.0,5488834350880.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(5.980.361.296.732),(5.540.549.125.401),,34.0,-5980361296732.0,-5540549125401.0
4.,III. > 4.,4.,Tiền trả nợ gốc thuê tài chính,35,(55.169.703.200),(58.856.794.254),,35.0,-55169703200.0,-58856794254.0
5.,III. > 5.,5.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.171.127.812.013),(547.862.754.859),,36.0,-1171127812013.0,-547862754859.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(643.439.007.608),(508.984.323.634),,40.0,-643439007608.0,-508984323634.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(684.470.324.424),762.486.685.380,,50.0,-684470324424.0,762486685380.0
,,,Tiền và tương đương tiền đầu năm,60,2.711.467.149.609,1.950.330.301.763,,60.0,2711467149609.0,1950330301763.0
,,,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,61,(1.086.145.351),(1.349.837.534),,61.0,-1086145351.0,-1349837534.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.025.910.679.834,2.711.467.149.609,,70.0,2025910679834.0,2711467149609.0
