row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Dự án khu công nghiệp Yên Mỹ (i),Dự án khu công nghiệp Yên Mỹ (i),Dự án khu công nghiệp Yên Mỹ (i),1.175.030.131.980,913.541.471.939,1175030131980.0,913541471939.0
Dự án Khu công nghiệp Yên Phong II-C (ii),Dự án Khu công nghiệp Yên Phong II-C (ii),Dự án Khu công nghiệp Yên Phong II-C (ii),861.454.241.489,929.595.928.553,861454241489.0,929595928553.0
Dự án Khu công nghiệp Thuận Thành giai đoạn I (iii),Dự án Khu công nghiệp Thuận Thành giai đoạn I (iii),Dự án Khu công nghiệp Thuận Thành giai đoạn I (iii),735.112.262.520,288.880.273.973,735112262520.0,288880273973.0
Dự án Khu công nghiệp Phú Hà giai đoạn I (iv),Dự án Khu công nghiệp Phú Hà giai đoạn I (iv),Dự án Khu công nghiệp Phú Hà giai đoạn I (iv),614.866.707.975,399.619.644.653,614866707975.0,399619644653.0
Dự án Nhà máy gạch Viglacera Eurotile (v),Dự án Nhà máy gạch Viglacera Eurotile (v),Dự án Nhà máy gạch Viglacera Eurotile (v),407.918.110.073,644.300.426.930,407918110073.0,644300426930.0
Dự án Khu du lịch sinh thái cao cấp Vân Hải (vi),Dự án Khu du lịch sinh thái cao cấp Vân Hải (vi),Dự án Khu du lịch sinh thái cao cấp Vân Hải (vi),402.142.050.310,299.844.029.223,402142050310.0,299844029223.0
Dự án Khu công nghiệp Tiền Hải - Thái Bình (vii),Dự án Khu công nghiệp Tiền Hải - Thái Bình (vii),Dự án Khu công nghiệp Tiền Hải - Thái Bình (vii),336.860.571.492,182.107.799.089,336860571492.0,182107799089.0
"Dự án Khu công nghiệp Phong Điền - Viglacera, Huế","Dự án Khu công nghiệp Phong Điền - Viglacera, Huế","Dự án Khu công nghiệp Phong Điền - Viglacera, Huế",236.137.311.515,142.011.470.535,236137311515.0,142011470535.0
Dự án Đầu tư Phát triển Hạ tầng Khu công nghiệp Vimariel,Dự án Đầu tư Phát triển Hạ tầng Khu công nghiệp Vimariel,Dự án Đầu tư Phát triển Hạ tầng Khu công nghiệp Vimariel,231.777.810.485,181.624.534.248,231777810485.0,181624534248.0
Dự án Nhà máy kính nối Siêu trắng Phú Mỹ giai đoạn 2,Dự án Nhà máy kính nối Siêu trắng Phú Mỹ giai đoạn 2,Dự án Nhà máy kính nối Siêu trắng Phú Mỹ giai đoạn 2,194.892.401.053,4.249.747.612,194892401053.0,4249747612.0
Dự án Khu công nghiệp Hải Yên,Dự án Khu công nghiệp Hải Yên,Dự án Khu công nghiệp Hải Yên,111.697.564.906,91.164.951.985,111697564906.0,91164951985.0
Dự án Khu công nghiệp Yên Phong mở rộng,Dự án Khu công nghiệp Yên Phong mở rộng,Dự án Khu công nghiệp Yên Phong mở rộng,30.622.749.162,476.296.805.332,30622749162.0,476296805332.0
Dự án Khu công nghiệp Đông Mai,Dự án Khu công nghiệp Đông Mai,Dự án Khu công nghiệp Đông Mai,65.975.117,237.325.011.098,65975117.0,237325011098.0
Các công trình khác,Các công trình khác,Các công trình khác,436.264.104.861,415.222.470.282,436264104861.0,415222470282.0
,,,5.774.841.992.938,5.205.784.565.452,5774841992938.0,5205784565452.0
