row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND,Trong năm > Tăng,Trong năm > Viền Giảm,Số cuối năm > Giá trị,Số cuối năm > Viền Giảm,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND,numeric__Trong năm > Tăng,numeric__Trong năm > Viền Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Viền Giảm
Vay dài hạn,Vay dài hạn,Vay dài hạn,2.049.725.249.133,2.049.725.249.133,322.655.940.553,521.319.579.432,1.851.061.610.254,1.851.061.610.254,2049725249133.0,2049725249133.0,322655940553.0,521319579432.0,1851061610254.0,1851061610254.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,139.467.193.072,139.467.193.072,71.996.329.119,55.169.703.200,156.293.818.991,156.293.818.991,139467193072.0,139467193072.0,71996329119.0,55169703200.0,156293818991.0,156293818991.0
,,,2.189.192.442.205,2.189.192.442.205,394.652.269.672,576.489.282.632,2.007.355.429.245,2.007.355.429.245,2189192442205.0,2189192442205.0,394652269672.0,576489282632.0,2007355429245.0,2007355429245.0
