row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,14.850.946.352.686,14.055.552.058.808,,200.0,,14850946352686.0,14055552058808.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,303.779.116.670,287.793.144.415,,210.0,,303779116670.0,287793144415.0
1.,1.,1.,Phải thu dài hạn khác,216,8,303.779.116.670,287.793.144.415,,216.0,8.0,303779116670.0,287793144415.0
II.,II.,II.,Tài sản cố định,220,,5.383.244.682.733,5.288.544.748.826,,220.0,,5383244682733.0,5288544748826.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,5.003.312.336.780,4.882.052.677.841,,221.0,12.0,5003312336780.0,4882052677841.0
1.,1.,1.,- Nguyên giá,222,,11.493.993.975.689,10.741.443.861.535,,222.0,,11493993975689.0,10741443861535.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223,,(6.490.681.638.909),(5.859.391.183.694),,223.0,,-6490681638909.0,-5859391183694.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,13,214.034.391.200,242.514.497.564,,224.0,13.0,214034391200.0,242514497564.0
2.,2.,2.,- Nguyên giá,225,,289.975.784.215,330.502.472.225,,225.0,,289975784215.0,330502472225.0
2.,2.,2.,- Giá trị hao mòn lũy kế,226,,(75.941.393.015),(87.987.974.661),,226.0,,-75941393015.0,-87987974661.0
3.,3.,3.,Tài sản cố định vô hình,227,14,165.897.954.753,163.977.573.421,,227.0,14.0,165897954753.0,163977573421.0
3.,3.,3.,- Nguyên giá,228,,219.107.449.512,210.333.451.678,,228.0,,219107449512.0,210333451678.0
3.,3.,3.,- Giá trị hao mòn lũy kế,229,,(53.209.494.759),(46.355.878.257),,229.0,,-53209494759.0,-46355878257.0
III.,III.,III.,Bắt động sản đầu tư,230,15,1.951.881.365.444,1.961.485.495.496,,230.0,15.0,1951881365444.0,1961485495496.0
III.,III.,III.,- Nguyên giá,231,,9.540.047.077.919,7.721.296.568.271,,231.0,,9540047077919.0,7721296568271.0
III.,III.,III.,- Giá trị hao mòn lũy kế,232,,(7.588.165.712.475),(5.759.811.072.775),,232.0,,-7588165712475.0,-5759811072775.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,5.774.841.992.938,5.205.784.565.452,,240.0,,5774841992938.0,5205784565452.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,16,5.774.841.992.938,5.205.784.565.452,,242.0,16.0,5774841992938.0,5205784565452.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,5,688.507.845.751,618.204.545.661,,250.0,5.0,688507845751.0,618204545661.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,,680.287.553.610,609.984.253.520,,252.0,,680287553610.0,609984253520.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,9.332.682.344,9.332.682.344,,253.0,,9332682344.0,9332682344.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(1.214.690.203),(1.214.690.203),,254.0,,-1214690203.0,-1214690203.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,,102.300.000,102.300.000,,255.0,,102300000.0,102300000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,748.691.349.150,693.739.558.958,,260.0,,748691349150.0,693739558958.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,734.707.382.502,693.739.558.958,,261.0,11.0,734707382502.0,693739558958.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,25,13.983.966.648,-,,262.0,25.0,13983966648.0,
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,22.958.921.409.296,21.997.051.222.819,,270.0,,22958921409296.0,21997051222819.0
