row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐÕI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐÕI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐÕI KÊ TOÁN HỢP NHẤT,5 - 8,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐÕI KÊ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,9,9.0
BÁO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,10 - 11,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,12 - 64,
