row_label_raw,row_label_full,Ngân hàng/Tổ chức cho vay > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Số cuối năm VND > 900.000.000,Số đầu năm VND,Thời hạn cho vay/ngày đáo hạn > 36 tháng kể từ ngày 11 tháng 07 năm 2022,"Lãi suất > 9,5%/năm",Mục đích vay > Bố sung vốn lưu động phục vụ sản xuất kinh doanh,Tài sản đảm bảo > Các hợp đồng thế chấp/càm cố/bảo lãnh với bên cho vay vốn,numeric__Số cuối năm VND > 900.000.000,numeric__Số đầu năm VND,numeric__Thời hạn cho vay/ngày đáo hạn > 36 tháng kể từ ngày 11 tháng 07 năm 2022,"numeric__Lãi suất > 9,5%/năm",numeric__Mục đích vay > Bố sung vốn lưu động phục vụ sản xuất kinh doanh,numeric__Tài sản đảm bảo > Các hợp đồng thế chấp/càm cố/bảo lãnh với bên cho vay vốn
Ngân sách tỉnh Hải Dương,Ngân sách tỉnh Hải Dương,Ngân sách tỉnh Hải Dương,5.682.664.168,5.682.664.168,Không xác định thời hạn,Không tính lãi,Vay phục vụ sản xuất kinh doanh,Tín chấp,5682664168.0,5682664168.0,,,,
Vay dài hạn cá nhân,Vay dài hạn cá nhân,Vay dài hạn cá nhân,50.441.041.856,65.082.655.843,Theo thỏa thuận,Thả nối,Bố sung vốn lưu động,Tín chấp,50441041856.0,65082655843.0,,,,
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,156.293.818.991,139.467.193.072,,,,,156293818991.0,139467193072.0,,,,
Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Công thương Việt Nam,145.971.098.717,120.098.015.249,Từ 24-60 tháng,Thả nối,Thuê tài chính máy móc thiết bị phục vụ sản xuất và quản lý,Ký quỹ và thế chấp tài sản,145971098717.0,120098015249.0,,,,
Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Ngoại thương Việt Nam,Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Ngoại thương Việt Nam,Công ty TNHH MTV Cho thuê Tài chính - Ngân hàng TMCP Ngoại thương Việt Nam,7.980.820.606,14.034.533.888,Từ 36-60 tháng,Thả nối,Thuê tài chính máy móc thiết bị phục vụ sản xuất và quản lý,Ký quỹ và thế chấp tài sản,7980820606.0,14034533888.0,,,,
Công ty cho thuê tài chính TNHH BIDV-Sumi Trust - Chi nhánh Hà Nội,Công ty cho thuê tài chính TNHH BIDV-Sumi Trust - Chi nhánh Hà Nội,Công ty cho thuê tài chính TNHH BIDV-Sumi Trust - Chi nhánh Hà Nội,2.267.816.328,2.503.199.413,Từ 36-60 tháng,Thả nối,Thuê tài chính máy móc thiết bị phục vụ sản xuất và quản lý,Thế chấp bằng tài sản cố định,2267816328.0,2503199413.0,,,,
Công ty Cho thuê tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê tài chính TNHH MTV Quốc tế Chailease,Công ty Cho thuê tài chính TNHH MTV Quốc tế Chailease,74.083.340,2.831.444.522,2022-2023,Thả nối,Thuê tài chính máy móc thiết bị phục vụ sản xuất và quản lý,Ký quỹ và thế chấp tài sản,74083340.0,2831444522.0,,,,
