row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thu đầu nămVND > 5.963.991.334,Số phải nộp đầu nămVND > 84.312.852.052,Số phải nộp/thu trong nămVND > 403.321.632.473,Số đã nộp/thu trong nămVND > 471.168.229.878,Số phải thu cuối nămVND > 12.226.909.743,Số phải nộp cuối nămVND > 22.729.173.056,numeric__Số phải thu đầu nămVND > 5.963.991.334,numeric__Số phải nộp đầu nămVND > 84.312.852.052,numeric__Số phải nộp/thu trong nămVND > 403.321.632.473,numeric__Số đã nộp/thu trong nămVND > 471.168.229.878,numeric__Số phải thu cuối nămVND > 12.226.909.743,numeric__Số phải nộp cuối nămVND > 22.729.173.056
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",440.795.715,-,7.582.230.406,7.281.701.762,140.267.071,-,440795715.0,,7582230406.0,7281701762.0,140267071.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,11.873.843.531,87.148.966.770,388.420.254.075,379.928.477.012,19.404.794.597,103.171.694.899,11873843531.0,87148966770.0,388420254075.0,379928477012.0,19404794597.0,103171694899.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,71.796.173,10.309.983.116,48.182.818.234,52.621.497.812,2.645.281.002,8.444.788.367,71796173.0,10309983116.0,48182818234.0,52621497812.0,2645281002.0,8444788367.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,1.682.963.145,6.557.412.692,7.575.318.717,-,665.057.120,,1682963145.0,6557412692.0,7575318717.0,,665057120.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,882.205.556,14.110.186.239,55.049.669.826,44.606.055.122,570.159.886,24.241.755.273,882205556.0,14110186239.0,55049669826.0,44606055122.0,570159886.0,24241755273.0
"Các loại thuế, phí khác","Các loại thuế, phí khác","Các loại thuế, phí khác",241.807.947,70.167.621.706,19.996.527.506,40.445.286.396,241.807.947,49.718.862.816,241807947.0,70167621706.0,19996527506.0,40445286396.0,241807947.0,49718862816.0
,,,19.474.440.256,267.732.573.028,929.110.545.212,1.003.626.566.699,35.229.220.246,208.971.331.531,19474440256.0,267732573028.0,929110545212.0,1003626566699.0,35229220246.0,208971331531.0
