row_label_raw,row_label_full,Công ty,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,4 công ty,5 công ty,,
Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,6 công ty,4 công ty,,
Chưa phát sinh hoạt động kinh doanh,Chưa phát sinh hoạt động kinh doanh,Chưa phát sinh hoạt động kinh doanh,0 công ty,1 công ty,,
