row_label_raw,row_label_full,A.7.7. Hàng tồn kho- Vật tư văn phòng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,2.502.934.796,1.412.948.822,2502934796.0,1412948822.0
Công,Công,Công,2.502.934.796,1.412.948.822,2502934796.0,1412948822.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",Số cuối năm,Số đầu năm,,
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",1.863.577.745,1.308.232.311,1863577745.0,1308232311.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...)",1.863.577.745,1.308.232.311,1863577745.0,1308232311.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)",1.395.314.320,639.866.079,1395314320.0,639866079.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)",1.395.314.320,639.866.079,1395314320.0,639866079.0
Công,"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành bảo trì phần mềm thiết bị...) > Công",Công,3.258.892.065,1.948.098.390,3258892065.0,1948098390.0
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,Số cuối năm,Số đầu năm,,
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,10.120.000.000,10.120.000.000,10120000000.0,10120000000.0
