row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),300,,6.473.315.533.147,1.193.556.748.441,300.0,,6473315533147.0,1193556748441.0
I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,310,,6.473.315.533.147,1.193.556.748.441,310.0,,6473315533147.0,1193556748441.0
1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,311,A.7.28,978.000.000.000,597.000.000.000,311.0,,978000000000.0,597000000000.0
1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,312,,978.000.000.000,597.000.000.000,312.0,,978000000000.0,597000000000.0
1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,313,,,,313.0,,,
8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,320,A.7.26,4.017.674.441,434.560.728,320.0,,4017674441.0,434560728.0
9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,321,,2.618.925.000,1.885.250.000,321.0,,2618925000.0,1885250000.0
10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,322,A.7.24,75.303.963.370,27.228.135.610,322.0,,75303963370.0,27228135610.0
11. Phải trả người lao động,11. Phải trả người lao động,11. Phải trả người lao động,323,,27.301.902.169,12.594.331.039,323.0,,27301902169.0,12594331039.0
12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,324,,1.485.002.020,1.181.756.946,324.0,,1485002020.0,1181756946.0
13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,325,A.7.25,15.171.947.474,8.331.945.679,325.0,,15171947474.0,8331945679.0
"17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn",329,A.7.27,5.356.135.734.544,525.992.345.017,329.0,,5356135734544.0,525992345017.0
18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,330,,,,330.0,,,
"19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi",331,,13.280.384.129,18.908.423.422,331.0,,13280384129.0,18908423422.0
20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,332,,,,332.0,,,
II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,340,,,,340.0,,,
