row_label_raw,row_label_full,7.3.2 Các khoản cho vay và phải thu,7.3.2 Các khoản cho vay và phải thu_1,7.3.2 Các khoản cho vay và phải thu_2,7.3.2 Các khoản cho vay và phải thu_3,7.3.2 Các khoản cho vay và phải thu_4,numeric__7.3.2 Các khoản cho vay và phải thu_1,numeric__7.3.2 Các khoản cho vay và phải thu_2,numeric__7.3.2 Các khoản cho vay và phải thu_3,numeric__7.3.2 Các khoản cho vay và phải thu_4
Khoản cho vay vàphải thu,Khoản cho vay vàphải thu,Khoản cho vay vàphải thu,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
Khoản cho vay vàphải thu,Khoản cho vay vàphải thu,Khoản cho vay vàphải thu,Giá gốc,Giá trị hợp lý (*),Giá gốc,Giá trị hợp lý (*),,,,
Cho vay hoạt độngký quỹ,Khoản cho vay vàphải thu > Cho vay hoạt độngký quỹ,Cho vay hoạt độngký quỹ,5.007.231.899.294,4.996.346.276.990,2.223.220.795.799,2.212.335.173.495,5007231899294.0,4996346276990.0,2223220795799.0,2212335173495.0
Cho vay nghiệp vụứng trước,Khoản cho vay vàphải thu > Cho vay nghiệp vụứng trước,Cho vay nghiệp vụứng trước,1.246.417.686.632,1.246.417.686.632,255.727.112.342,255.727.112.342,1246417686632.0,1246417686632.0,255727112342.0,255727112342.0
Cho vay hoạt độnggiao dịch chứngkhoán phải sinh,Khoản cho vay vàphải thu > Cho vay hoạt độnggiao dịch chứngkhoán phải sinh,Cho vay hoạt độnggiao dịch chứngkhoán phải sinh,789.602.682,789.602.682,9.534.066,9.534.066,789602682.0,789602682.0,9534066.0,9534066.0
Cộng các khoảncho vay,Khoản cho vay vàphải thu > Cộng các khoảncho vay,Cộng các khoảncho vay,6.254.439.188.608,6.243.553.566.304,2.478.957.442.207,2.468.071.819.903,6254439188608.0,6243553566304.0,2478957442207.0,2468071819903.0
