row_label_raw,row_label_full,Vay Wooribank (16/11/2020 - 04/02/2021) > Vay Wooribank (05/02/2021 - 05/05/2021) > Vay Wooribank (07/05/2021 - 8/11/2021) > Vay Wooribank (09/11/2021 - 08/05/2022),"4,75% > 4,55% > 4,45% > 4.43%",178.000.000.000,155.000.000.000 > 178.000.000.000,178.000.000.000 > 155.000.000.000 > 178.000.000.000 > 50.000.000.000,- > 128.000.000.000,"numeric__4,75% > 4,55% > 4,45% > 4.43%",numeric__178.000.000.000,numeric__155.000.000.000 > 178.000.000.000,numeric__178.000.000.000 > 155.000.000.000 > 178.000.000.000 > 50.000.000.000,numeric__- > 128.000.000.000
,,,,,,,-,,,,,
Vay VPBank (14/04/2021 - 14/07/2021),Vay VPBank (14/04/2021 - 14/07/2021),Vay VPBank (14/04/2021 - 14/07/2021),"5,50%",,195.000.000.000,195.000.000.000,-,0.055,,195000000000.0,195000000000.0,
Vay VPBank (15/04/2021 - 14/07/2021),Vay VPBank (15/04/2021 - 14/07/2021),Vay VPBank (15/04/2021 - 14/07/2021),"5,50%",,95.000.000.000,95.000.000.000,-,0.055,,95000000000.0,95000000000.0,
,,,,,,,-,,,,,
Vay Vietinbank Nam Thăng Long (07/12/2020 - 07/09/2021),Vay Vietinbank Nam Thăng Long (07/12/2020 - 07/09/2021),Vay Vietinbank Nam Thăng Long (07/12/2020 - 07/09/2021),"5,00%",70.000.000.000,,70.000.000.000,-,0.05,70000000000.0,,70000000000.0,
Vay Vietinbank Nam Thăng Long (18/08/2021 - 18/10/2021),Vay Vietinbank Nam Thăng Long (18/08/2021 - 18/10/2021),Vay Vietinbank Nam Thăng Long (18/08/2021 - 18/10/2021),"5,00%",,100.000.000.000,100.000.000.000,-,0.05,,100000000000.0,100000000000.0,
Vay Vietinbank Nam Thăng Long (08/09/2021 - 08/03/2022),Vay Vietinbank Nam Thăng Long (08/09/2021 - 08/03/2022),Vay Vietinbank Nam Thăng Long (08/09/2021 - 08/03/2022),"5,30%",,70.000.000.000,,70.000.000.000,0.053,,70000000000.0,,70000000000.0
Vay Vietinbank Nam Thăng Long (19/10/2021 - 20/12/2021),Vay Vietinbank Nam Thăng Long (19/10/2021 - 20/12/2021),Vay Vietinbank Nam Thăng Long (19/10/2021 - 20/12/2021),"5,00%",,100.000.000.000,100.000.000.000,-,0.05,,100000000000.0,100000000000.0,
Vay Vietinbank Nam Thăng Long (29/12/2021 - 01/03/2022),Vay Vietinbank Nam Thăng Long (29/12/2021 - 01/03/2022),Vay Vietinbank Nam Thăng Long (29/12/2021 - 01/03/2022),"5,00%",,100.000.000.000,,100.000.000.000,0.05,,100000000000.0,,100000000000.0
Total,Total,Total,,597.000.000.000,4.903.000.000.000,4.522.000.000.000,978.000.000.000,,597000000000.0,4903000000000.0,4522000000000.0,978000000000.0
