row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
A,A,A,B,C,1,2,,,1.0,2.0
I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,I. DOANH THU HOẠT ĐỘNG,,,,
1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),I. DOANH THU HOẠT ĐỘNG > 1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),1.1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),01,,340.380.346.422,(7.846.215.500),1.0,,340380346422.0,-7846215500.0
a. Lãi bán các tài sản tài chính FVTPL,I. DOANH THU HOẠT ĐỘNG > a. Lãi bán các tài sản tài chính FVTPL,a. Lãi bán các tài sản tài chính FVTPL,01.1,B7.33.1,5.096.957.689,4.145.753.900,11.0,,5096957689.0,4145753900.0
b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ,I. DOANH THU HOẠT ĐỘNG > b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ,b. Chênh lệch tăng đánh giá lại các TSTC thông qua lãi/lỗ,01.2,B7.33.2,255.640.115.794,(29.699.638.605),12.0,,255640115794.0,-29699638605.0
"c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL","I. DOANH THU HOẠT ĐỘNG > c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL","c. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",01.3,B7.33.3.1,79.643.272.939,17.707.669.205,13.0,,79643272939.0,17707669205.0
d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,I. DOANH THU HOẠT ĐỘNG > d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,d. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,01.4,,,,14.0,,,
1.2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo han (HTM),I. DOANH THU HOẠT ĐỘNG > 1.2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo han (HTM),1.2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo han (HTM),02,,,,2.0,,,
1.3. Lãi từ các khoản cho vay và phải thu,I. DOANH THU HOẠT ĐỘNG > 1.3. Lãi từ các khoản cho vay và phải thu,1.3. Lãi từ các khoản cho vay và phải thu,03,B7.33.3.3,404.915.784.805,189.864.272.706,3.0,,404915784805.0,189864272706.0
1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),I. DOANH THU HOẠT ĐỘNG > 1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),1.4. Lãi từ các tài sản tài chính sẵn sàng để bán (AFS),04,,,,4.0,,,
