row_label_raw,row_label_full,STT,Chi tiết chi phí khác,Năm nay,Năm trước,numeric__Chi tiết chi phí khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Phạt do vi phạm hành chính,,81.787.852,,,81787852.0
2,2,2,Chi phí Token card,124.220.910,136.567.248,,124220910.0,136567248.0
3,3,3,Phí chuyển tiền của NDT,1.711.559.970,1.062.934.275,,1711559970.0,1062934275.0
4,4,4,Chi phí khác,60.137.431.465,21.136.114.108,,60137431465.0,21136114108.0
,,,Cộng,61.973.212.345,22.417.403.483,,61973212345.0,22417403483.0
