row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGĂN HẠN (100 = 110 + 130),A. TÀI SẢN NGĂN HẠN (100 = 110 + 130),A. TÀI SẢN NGĂN HẠN (100 = 110 + 130),100,,9.254.466.760.704,3.202.937.770.016,100.0,,9254466760704.0,3202937770016.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,9.248.984.660.083,3.198.995.076.427,110.0,,9248984660083.0,3198995076427.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,1.868.836.688.046,206.365.289.980,111.0,,1868836688046.0,206365289980.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,1.798.836.688.046,96.365.289.980,1111.0,,1798836688046.0,96365289980.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,70.000.000.000,110.000.000.000,1112.0,,70000000000.0,110000000000.0
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,1.104.400.024.194,508.640.853.484,112.0,,1104400024194.0,508640853484.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,6.254.439.188.608,2.478.957.442.207,114.0,,6254439188608.0,2478957442207.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.622.304),(10.885.622.304),116.0,,-10885622304.0,-10885622304.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,24.658.019.785,9.294.630.111,117.0,,24658019785.0,9294630111.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,24.658.019.785,9.294.630.111,1172.0,,24658019785.0,9294630111.0
