row_label_raw,row_label_full,A. 7.4. Dự phòng suy giảm giá trị tài sản tài chính và tài sản nhận thế chấp,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,Dự phòng giảm giá tài sản tài chính,,,,
Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng giảm giá tài sản tài chính > Dự phòng suy giảm - Cho vay hoạt động ký quỹ,Dự phòng suy giảm - Cho vay hoạt động ký quỹ,(10.885.622.304),(10.885.622.304),-10885622304.0,-10885622304.0
Cộng,Dự phòng giảm giá tài sản tài chính > Cộng,Cộng,(10.885.622.304),(10.885.622.304),-10885622304.0,-10885622304.0
A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,A. 7.5. Các khoản phải thu,Số cuối năm,Số đầu năm,,
"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư","A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư",,,,
- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > - Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư",- Phải thu tiền lãi - giao dịch ứng trước tiền bán CK của nhà đầu tư,709.638.745,399.189.199,709638745.0,399189199.0
- Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > - Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn",- Dự thu phí giao dịch ký quỹ và lãi các khoản tiền gửi có kỳ hạn,23.948.381.040,8.895.440.912,23948381040.0,8895440912.0
Cộng,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > Cộng",Cộng,24.658.019.785,9.294.630.111,24658019785.0,9294630111.0
A. 7.5.2. Phải thu hoạt động Margin,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > A. 7.5.2. Phải thu hoạt động Margin",A. 7.5.2. Phải thu hoạt động Margin,5.007.231.899.294,2.223.220.795.799,5007231899294.0,2223220795799.0
A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp",A. 7.5.3. Phải thu các dịch vụ CTCK cung cấp,4.308.463.424,2.389.971.518,4308463424.0,2389971518.0
7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD,"A. 7.5.1. Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tư > 7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD",7.5.3.1 Phải thu phí môi giới chứng khoán qua các Sở GD,2.629.871.884,1.510.771.518,2629871884.0,1510771518.0
7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,7.5.3.2 Phải thu phí môi giới chứng khoán không qua các Sở GD,,,,
7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK,,,,
7.5.3.4 Phải thu hoạt động tư vấn khác,7.5.3.3 Phải thu hoạt động tư vấn đầu tư CK > 7.5.3.4 Phải thu hoạt động tư vấn khác,7.5.3.4 Phải thu hoạt động tư vấn khác,1.666.000.000,879.200.000,1666000000.0,879200000.0
7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán,,,,
7.5.3.6 Phải thu dịch vụ khác,7.5.3.5 Phải thu hoạt động lưu ký chứng khoán > 7.5.3.6 Phải thu dịch vụ khác,7.5.3.6 Phải thu dịch vụ khác,12.591.540,,12591540.0,
A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán,,,,
A. 7.5.5. Phải thu khác,A. 7.5.4. Phải thu về lỗi giao dịch chứng khoán > A. 7.5.5. Phải thu khác,A. 7.5.5. Phải thu khác,2.532.441.695,1.213.611.431,2532441695.0,1213611431.0
