row_label_raw,row_label_full,STT,Chi tiết thu nhập khác,Năm nay,Năm trước,numeric__Chi tiết thu nhập khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Thu nhập từ thanh lý TSCĐ,,181.848,,,181848.0
2,2,2,Doanh thu bán Token card,147.359.985,167.908.930,,147359985.0,167908930.0
3,3,3,Thu nhập từ phí c.tiền của NDT,3.483.790.952,1.981.526.419,,3483790952.0,1981526419.0
4,4,4,Thu nhập khác,60.912.205.050,21.883.484.969,,60912205050.0,21883484969.0
,,,Công,64.543.355.987,24.033.102.122,,64543355987.0,24033102122.0
