row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí môi giới,Chi phí bán hàng > - Chi phí môi giới,- Chi phí môi giới,29.951.955.930,86.016.440.714,29951955930.0,86016440714.0
"- Chi phí quảng cáo, khuyến mại","Chi phí bán hàng > - Chi phí quảng cáo, khuyến mại","- Chi phí quảng cáo, khuyến mại",538.996.705,4.470.164.089,538996705.0,4470164089.0
- Chi phí nhân viên,Chi phí bán hàng > - Chi phí nhân viên,- Chi phí nhân viên,3.194.021.977,3.573.245.550,3194021977.0,3573245550.0
- Chi phí bán hàng khác,Chi phí bán hàng > - Chi phí bán hàng khác,- Chi phí bán hàng khác,20.401.542,22.956.164,20401542.0,22956164.0
,,,33.705.376.154,94.082.806.517,33705376154.0,94082806517.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí nhân viên,Chi phí quản lý doanh nghiệp > - Chi phí nhân viên,- Chi phí nhân viên,35.377.496.849,41.002.743.658,35377496849.0,41002743658.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,25.719.993.810,24.752.961.576,25719993810.0,24752961576.0
- Trích lập dự phòng,Chi phí quản lý doanh nghiệp > - Trích lập dự phòng,- Trích lập dự phòng,8.494.680.001,30.000.000.000,8494680001.0,30000000000.0
- Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > - Chi phí quản lý doanh nghiệp khác,- Chi phí quản lý doanh nghiệp khác,9.985.481.322,12.497.223.257,9985481322.0,12497223257.0
,,,79.577.651.982,108.252.928.491,79577651982.0,108252928491.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,113.283.028.135,202.335.735.008,113283028135.0,202335735008.0
