row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,387.927.157.980,450.256.698.490,387927157980.0,450256698490.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,77.585.431.596,90.051.339.698,77585431596.0,90051339698.0
Ảnh hưởng của các điều chỉnh:Chi phí phát triển đất và xây dựng không được khấu trừ,Ảnh hưởng của các điều chỉnh:Chi phí phát triển đất và xây dựng không được khấu trừ,Ảnh hưởng của các điều chỉnh:Chi phí phát triển đất và xây dựng không được khấu trừ,16.653.402.261,49.588.005.355,16653402261.0,49588005355.0
Ảnh hưởng của Nghị định 132/2020/NĐ-CP (*),Ảnh hưởng của Nghị định 132/2020/NĐ-CP (*),Ảnh hưởng của Nghị định 132/2020/NĐ-CP (*),2.591.567.116,-,2591567116.0,
Các khoản phạt và chi phí khấu hao không được khấu trừ,Các khoản phạt và chi phí khấu hao không được khấu trừ,Các khoản phạt và chi phí khấu hao không được khấu trừ,1.520.856.939,1.070.787.421,1520856939.0,1070787421.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,(45.666.371.379),-,-45666371379.0,
Lợi nhuận năm nay đã được tính thuế trong năm trước,Lợi nhuận năm nay đã được tính thuế trong năm trước,Lợi nhuận năm nay đã được tính thuế trong năm trước,(2.853.712.794),-,-2853712794.0,
Chi phí thuế TNDN trích thiếu trong năm trước,Chi phí thuế TNDN trích thiếu trong năm trước,Chi phí thuế TNDN trích thiếu trong năm trước,1.286.695.438,-,1286695438.0,
Ảnh hưởng của các mức thuế suất khác nhau,Ảnh hưởng của các mức thuế suất khác nhau,Ảnh hưởng của các mức thuế suất khác nhau,(1.397.068.586),3.214.843.939,-1397068586.0,3214843939.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,49.720.800.591,143.924.976.413,49720800591.0,143924976413.0
