row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.252.661.613.459,2.677.168.511.418,,,2252661613459.0,2677168511418.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,219.494.564.653,354.796.374.936,,5.0,219494564653.0,354796374936.0
111,111,111,1. Tiền,5,219.494.564.653,301.499.360.614,,5.0,219494564653.0,301499360614.0
112,112,112,2. Các khoản tương đương tiền,5,-,53.297.014.322,,5.0,,53297014322.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,262.469.803.286,198.860.589.235,,6.0,262469803286.0,198860589235.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,6,262.469.803.286,198.860.589.235,,6.0,262469803286.0,198860589235.0
130,130,130,III. Các khoản phải thu ngắn hạn,,906.589.869.407,830.423.010.527,,,906589869407.0,830423010527.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,145.985.507.203,393.286.729.758,,71.0,145985507203.0,393286729758.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,33.637.894.131,89.963.890.638,,72.0,33637894131.0,89963890638.0
136,136,136,3. Phải thu ngắn hạn khác,8,765.461.148.074,377.172.390.131,,8.0,765461148074.0,377172390131.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,9,(38.494.680.001),(30.000.000.000),,9.0,-38494680001.0,-30000000000.0
140,140,140,IV. Hàng tồn kho,10,859.421.044.010,1.271.950.298.071,,10.0,859421044010.0,1271950298071.0
141,141,141,1. Hàng tồn kho,10,859.421.044.010,1.271.950.298.071,,10.0,859421044010.0,1271950298071.0
150,150,150,V. Tài sản ngắn hạn khác,11,4.686.332.103,21.138.238.649,,11.0,4686332103.0,21138238649.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,4.686.332.103,21.138.238.649,,11.0,4686332103.0,21138238649.0
