row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND Năm trước
Lãi từ chuyển nhượng cổ phần và chuyển nhượng vốn góp hợp tác đầu tư (i),Lãi từ chuyển nhượng cổ phần và chuyển nhượng vốn góp hợp tác đầu tư (i),Lãi từ chuyển nhượng cổ phần và chuyển nhượng vốn góp hợp tác đầu tư (i),295.099.200.000,404.231.538.692,295099200000.0,404231538692.0
"Cổ tức, lợi nhuận được chia (ii)","Cổ tức, lợi nhuận được chia (ii)","Cổ tức, lợi nhuận được chia (ii)",228.331.856.897,-,228331856897.0,
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,17.522.997.188,6.872.034.342,17522997188.0,6872034342.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,540.954.054.085,411.103.573.034,540954054085.0,411103573034.0
