row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,2.939.322.815,1.200.490.142,2939322815.0,1200490142.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,216.555.241.838,300.298.870.472,216555241838.0,300298870472.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,-,53.297.014.322,,53297014322.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,219.494.564.653,354.796.374.936,219494564653.0,354796374936.0
