row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,1.096.061.202,796.201.993,1096061202.0,796201993.0
Phải thu về thanh lý khoản đầu tư,Phải thu về thanh lý khoản đầu tư,Phải thu về thanh lý khoản đầu tư,369.805.976,92.434.018,369805976.0,92434018.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Nguyễn Thị Thu Thảo (*),Trong đó: > - Nguyễn Thị Thu Thảo (*),- Nguyễn Thị Thu Thảo (*),350.000.000,-,350000000.0,
- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,Trong đó: > - Công ty TNHH Thủy điện Hoàng Anh Gia Lai,- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,-,92.434.018,,92434018.0
- Các khoản phải thu khác,Trong đó: > - Các khoản phải thu khác,- Các khoản phải thu khác,19.805.976,-,19805976.0,
Phải thu khác,Trong đó: > Phải thu khác,Phải thu khác,26.563.802,17.768.126,26563802.0,17768126.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.492.430.980,906.404.137,1492430980.0,906404137.0
Dự phòng phải thu ngắn hạn khách hàng khó đòi,Trong đó: > Dự phòng phải thu ngắn hạn khách hàng khó đòi,Dự phòng phải thu ngắn hạn khách hàng khó đòi,(7.323.416),(13.368.976),-7323416.0,-13368976.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.485.107.564,893.035.161,1485107564.0,893035161.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên thứ ba,Trong đó: > Phải thu các bên thứ ba,Phải thu các bên thứ ba,868.644.336,425.419.706,868644336.0,425419706.0
"Phải thu các bên liên quan(Thuyết minh (""TM"") số 33)","Trong đó: > Phải thu các bên liên quan(Thuyết minh (""TM"") số 33)","Phải thu các bên liên quan(Thuyết minh (""TM"") số 33)",623.786.644,480.984.431,623786644.0,480984431.0
