row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho vay ngắn hạn bên liên quan (TM số 33) (i),Ngắn hạn > Cho vay ngắn hạn bên liên quan (TM số 33) (i),Cho vay ngắn hạn bên liên quan (TM số 33) (i),2.090.208.799,3.865.049.522,2090208799.0,3865049522.0
Cho vay ngắn hạn các bên khác (ii),Ngắn hạn > Cho vay ngắn hạn các bên khác (ii),Cho vay ngắn hạn các bên khác (ii),158.110.825,152.175.156,158110825.0,152175156.0
,,,2.248.319.624,4.017.224.678,2248319624.0,4017224678.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Cho vay dài hạn bên liên quan (TM số 33) (i),Dài hạn > Cho vay dài hạn bên liên quan (TM số 33) (i),Cho vay dài hạn bên liên quan (TM số 33) (i),274.178.939,1.716.613.450,274178939.0,1716613450.0
Cho vay dài hạn các bên khác (ii),Dài hạn > Cho vay dài hạn các bên khác (ii),Cho vay dài hạn các bên khác (ii),-,28.807.480,,28807480.0
,,,274.178.939,1.745.420.930,274178939.0,1745420930.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.522.498.563,5.762.645.608,2522498563.0,5762645608.0
Dự phòng phải thu về cho vay khó đòi,Dài hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(18.363.688),(26.017.448),-18363688.0,-26017448.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.504.134.875,5.736.628.160,2504134875.0,5736628160.0
