row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,6.492.569.736,5.197.982.826,6492569736.0,5197982826.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,3.021.145.744,2.240.989.521,3021145744.0,2240989521.0
Doanh thu bán heo,Trong đó: > Doanh thu bán heo,Doanh thu bán heo,1.963.826.778,1.697.175.093,1963826778.0,1697175093.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.102.003.171,924.027.581,1102003171.0,924027581.0
Doanh thu từ cung cấp dịch vụ,Trong đó: > Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,361.071.533,295.248.124,361071533.0,295248124.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,44.522.510,40.542.507,44522510.0,40542507.0
Khoản giảm trừ,Trong đó: > Khoản giảm trừ,Khoản giảm trừ,(50.172.537),(87.200.939),-50172537.0,-87200939.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(50.172.537),(87.200.939),-50172537.0,-87200939.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,6.442.397.199,5.110.781.887,6442397199.0,5110781887.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán trái cây,Trong đó: > Doanh thu bán trái cây,Doanh thu bán trái cây,2.975.151.761,2.155.744.031,2975151761.0,2155744031.0
Doanh thu bán heo,Trong đó: > Doanh thu bán heo,Doanh thu bán heo,1.963.826.778,1.697.175.093,1963826778.0,1697175093.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.102.003.171,924.027.581,1102003171.0,924027581.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,356.892.979,293.292.675,356892979.0,293292675.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,44.522.510,40.542.507,44522510.0,40542507.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên thứ ba,Trong đó: > Doanh thu thuần với các bên thứ ba,Doanh thu thuần với các bên thứ ba,5.480.649.395,3.839.128.539,5480649395.0,3839128539.0
Doanh thu thuần với các bên liên quan(TM số 33),Trong đó: > Doanh thu thuần với các bên liên quan(TM số 33),Doanh thu thuần với các bên liên quan(TM số 33),961.747.804,1.271.653.348,961747804.0,1271653348.0
