row_label_raw,row_label_full,Trong đó:,Trong đó:_1,numeric__Trong đó:_1
Giá phí của Tập đoàn,Giá phí của Tập đoàn,Giá phí của Tập đoàn,(170.381.726),-170381726.0
Giá phí của các cổ đông không kiểm soát,Giá phí của các cổ đông không kiểm soát,Giá phí của các cổ đông không kiểm soát,(3.477.178),-3477178.0
