row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Đặt cọc Hợp tác Kinh doanh (""HTKD"") (*)","Ngắn hạn > Đặt cọc Hợp tác Kinh doanh (""HTKD"") (*)","Đặt cọc Hợp tác Kinh doanh (""HTKD"") (*)",1.520.000.000,-,1520000000.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty TNHH Nông nghiệp Thành Trung,Trong đó: > - Công ty TNHH Nông nghiệp Thành Trung,- Công ty TNHH Nông nghiệp Thành Trung,820.000.000,-,820000000.0,
- Công ty TNHH Nông nghiệp Phú Quý Gia Lai,Trong đó: > - Công ty TNHH Nông nghiệp Phú Quý Gia Lai,- Công ty TNHH Nông nghiệp Phú Quý Gia Lai,700.000.000,-,700000000.0,
Phải thu từ Hợp đồng HTKD với Công ty TNHH,Phải thu từ Hợp đồng HTKD với Công ty TNHH,Phải thu từ Hợp đồng HTKD với Công ty TNHH,,,,
Dịch vụ Nông nghiệp Tây Nguyên (**),Phải thu từ Hợp đồng HTKD với Công ty TNHH > Dịch vụ Nông nghiệp Tây Nguyên (**),Dịch vụ Nông nghiệp Tây Nguyên (**),350.000.000,-,350000000.0,
Cho các công ty mượn,Phải thu từ Hợp đồng HTKD với Công ty TNHH > Cho các công ty mượn,Cho các công ty mượn,225.003.508,731.485.958,225003508.0,731485958.0
Phải thu lãi cho vay,Phải thu từ Hợp đồng HTKD với Công ty TNHH > Phải thu lãi cho vay,Phải thu lãi cho vay,164.436.911,398.751.950,164436911.0,398751950.0
Tạm ứng cho nhân viên,Phải thu từ Hợp đồng HTKD với Công ty TNHH > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,17.128.474,20.981.914,17128474.0,20981914.0
Phải thu ngắn hạn khác,Phải thu từ Hợp đồng HTKD với Công ty TNHH > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,7.234.743,4.775.178,7234743.0,4775178.0
,,,2.283.803.636,1.155.995.000,2283803636.0,1155995000.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Phải thu Hợp đồng HTKD,Dải hạn > Phải thu Hợp đồng HTKD,Phải thu Hợp đồng HTKD,142.590.810,545.158.016,142590810.0,545158016.0
Phải thu lãi cho vay,Dải hạn > Phải thu lãi cho vay,Phải thu lãi cho vay,66.088.170,149.468.394,66088170.0,149468394.0
Phải thu dài hạn khác,Dải hạn > Phải thu dài hạn khác,Phải thu dài hạn khác,12.332.503,7.611.164,12332503.0,7611164.0
,,,221.011.483,702.237.574,221011483.0,702237574.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,2.504.815.119,1.858.232.574,2504815119.0,1858232574.0
Dự phòng phải thu khác khó đòi,Dải hạn > Dự phòng phải thu khác khó đòi,Dự phòng phải thu khác khó đòi,(14.129.951),(48.629.583),-14129951.0,-48629583.0
GIÁ TRỊ THUÀN,Dải hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.490.685.168,1.809.602.991,2490685168.0,1809602991.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác các bên thứ ba,Trong đó: > Phải thu khác các bên thứ ba,Phải thu khác các bên thứ ba,1.725.706.997,553.161.696,1725706997.0,553161696.0
Phải thu khác ngắn hạn các bên liên quan (TM số 33),Trong đó: > Phải thu khác ngắn hạn các bên liên quan (TM số 33),Phải thu khác ngắn hạn các bên liên quan (TM số 33),713.019.952,725.620.104,713019952.0,725620104.0
Phải thu khác dài hạn các bên liên quan (TM số 33),Trong đó: > Phải thu khác dài hạn các bên liên quan (TM số 33),Phải thu khác dài hạn các bên liên quan (TM số 33),66.088.170,579.450.774,66088170.0,579450774.0
Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau:,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau:,,
,,,Ngàn VND,Ngàn VND,,
,,,Năm nay,Năm trước,,
Số đầu năm,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau: > Số đầu năm,Số đầu năm,48.629.583,141.973.642,48629583.0,141973642.0
Cộng: Mua công ty con trong năm,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau: > Cộng: Mua công ty con trong năm,Cộng: Mua công ty con trong năm,6.941.358,-,6941358.0,
Cộng: Dự phòng trích lập trong năm,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau: > Cộng: Dự phòng trích lập trong năm,Cộng: Dự phòng trích lập trong năm,6.619.774,1.735.820,6619774.0,1735820.0
Trừ: Hoàn nhập dự phòng trong năm,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau: > Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(48.060.764),(95.079.879),-48060764.0,-95079879.0
Số cuối năm,Chi tiết tình hình tăng/(giảm) dự phòng phải thu khác khó đòi như sau: > Số cuối năm,Số cuối năm,14.129.951,48.629.583,14129951.0,48629583.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,14.129.951,48.629.583,14129951.0,48629583.0
