row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",808.178.954,994.930.021,808178954.0,994930021.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"- Hoạt động sản xuất, trồng trọt (i)","Trong đó: > - Hoạt động sản xuất, trồng trọt (i)","- Hoạt động sản xuất, trồng trọt (i)",425.785.486,114.595.379,425785486.0,114595379.0
- Chăn nuôi,Trong đó: > - Chăn nuôi,- Chăn nuôi,381.602.726,876.904.395,381602726.0,876904395.0
- Hợp đồng xây dựng,Trong đó: > - Hợp đồng xây dựng,- Hợp đồng xây dựng,790.742,3.430.247,790742.0,3430247.0
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,62.872.594,83.992.908,62872594.0,83992908.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,40.497.670,15.894.595,40497670.0,15894595.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,16.560.736,53.467.217,16560736.0,53467217.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",2.950.316,2.094.443,2950316.0,2094443.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,931.060.270,1.150.379.184,931060270.0,1150379184.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(2.341.575),(2.341.575),-2341575.0,-2341575.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,928.718.695,1.148.037.609,928718695.0,1148037609.0
