row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.792.876.703,1.028.217.828,1792876703.0,1028217828.0
Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán:,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán:,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán:,,,,
Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,474.518.563,679.472.225,474518563.0,679472225.0
Mức trần chi phí lãi vay (*),Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Mức trần chi phí lãi vay (*),Mức trần chi phí lãi vay (*),356.637.744,162.704.261,356637744.0,162704261.0
Các khoản lỗ từ các công ty con,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Các khoản lỗ từ các công ty con,Các khoản lỗ từ các công ty con,64.824.361,285.346.875,64824361.0,285346875.0
Lợi nhuận chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Lợi nhuận chưa thực hiện trên hợp nhất,Lợi nhuận chưa thực hiện trên hợp nhất,12.134.402,42.644.760,12134402.0,42644760.0
Lỗ từ công ty liên kết,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Lỗ từ công ty liên kết,Lỗ từ công ty liên kết,11.069.302,-,11069302.0,
Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,Chi phí lãi vay nội bộ ở khía cạnh hợp nhất,-,6.271.689,,6271689.0
Cắn trừ lỗ năm trước,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Cắn trừ lỗ năm trước,Cắn trừ lỗ năm trước,(177.053.530),(402.108.690),-177053530.0,-402108690.0
Lãi từ giao dịch mua rè,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,(270.272.853),-,-270272853.0,
Lợi nhuận từ hoạt động miễn thuế,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Lợi nhuận từ hoạt động miễn thuế,Lợi nhuận từ hoạt động miễn thuế,(1.900.439.086),(491.362.458),-1900439086.0,-491362458.0
Các khoản khác,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Các khoản khác,Các khoản khác,39.677.219,(1.278.005.695),39677219.0,-1278005695.0
Thu nhập chịu thuế uốc tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thu nhập chịu thuế uốc tính trong năm hiện hành,Thu nhập chịu thuế uốc tính trong năm hiện hành,403.972.825,33.180.795,403972825.0,33180795.0
Thuế TNDN ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thuế TNDN ước tính trong năm hiện hành,Thuế TNDN ước tính trong năm hiện hành,80.794.565,3.689.636,80794565.0,3689636.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,-,1.449.117,,1449117.0
Thuế thu nhập doanh nghiệp được giảm,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thuế thu nhập doanh nghiệp được giảm,Thuế thu nhập doanh nghiệp được giảm,(49.849.148),(1.489.213),-49849148.0,-1489213.0
Chi phí thuế TNDN hiện hành ước tính,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,30.945.417,3.649.540,30945417.0,3649540.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,940.928,623.979,940928.0,623979.0
Giảm do thanh lý công ty con trong năm,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Giảm do thanh lý công ty con trong năm,Giảm do thanh lý công ty con trong năm,(1.508.305),-,-1508305.0,
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.323.226),(3.332.591),-2323226.0,-3332591.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh tăng/(giảm) lợi nhuận kế toán: > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,28.054.814,940.928,28054814.0,940928.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả (TM số 20),Trong đó: > Thuế TNDN phải trả (TM số 20),Thuế TNDN phải trả (TM số 20),28.062.353,948.467,28062353.0,948467.0
Thuế TNDN trả trước (TM số 20),Trong đó: > Thuế TNDN trả trước (TM số 20),Thuế TNDN trả trước (TM số 20),(7.539),(7.539),-7539.0,-7539.0
