row_label_raw,row_label_full,Số đầu năm,Năm nay > 200.413.411,Ngàn VNDNăm trước > 186.549.700,numeric__Năm nay > 200.413.411,numeric__Ngàn VNDNăm trước > 186.549.700
Mua công ty con,Mua công ty con,Mua công ty con,30.503.545,(4.659.733),30503545.0,-4659733.0
Lợi nhuận/(lỗ) trong năm phân bổ cho cổ đông không kiểm soát,Lợi nhuận/(lỗ) trong năm phân bổ cho cổ đông không kiểm soát,Lợi nhuận/(lỗ) trong năm phân bổ cho cổ đông không kiểm soát,117.714.832,(4.070.556),117714832.0,-4070556.0
Nhận góp vốn từ cổ đông không kiểm soát,Nhận góp vốn từ cổ đông không kiểm soát,Nhận góp vốn từ cổ đông không kiểm soát,-,22.594.000,,22594000.0
Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,Giao dịch vốn trong nội bộ Tập đoàn với cổ đông không kiểm soát của các công ty con,(7.138.686),-,-7138686.0,
Thanh lý công ty con,Thanh lý công ty con,Thanh lý công ty con,(22.987.504),-,-22987504.0,
Số cuối năm,Số cuối năm,Số cuối năm,318.505.598,200.413.411,318505598.0,200413411.0
