row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,207.867.690,198.224.977,207867690.0,198224977.0
Chi phí lượng nhân viên,Chi phí bán hàng > Chi phí lượng nhân viên,Chi phí lượng nhân viên,7.308.508,11.651.748,7308508.0,11651748.0
Chi phí khấu hao và hao mòn,Chi phí bán hàng > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,5.291.908,6.192.236,5291908.0,6192236.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,34.589.970,35.869.848,34589970.0,35869848.0
,,,255.058.076,251.938.809,255058076.0,251938809.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lượng nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lượng nhân viên,Chi phí lượng nhân viên,89.491.815,86.586.923,89491815.0,86586923.0
Chi phí hoạt động,Chi phí quản lý doanh nghiệp > Chi phí hoạt động,Chi phí hoạt động,66.793.707,-,66793707.0,
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,25.644.136,34.053.198,25644136.0,34053198.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,8.356.957,9.385.574,8356957.0,9385574.0
Hoàn nhập dự phòng các khoản phải thu khó đòi,Chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng các khoản phải thu khó đòi,Hoàn nhập dự phòng các khoản phải thu khó đòi,(67.573.467),(1.512.789.999),-67573467.0,-1512789999.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,32.387.475,32.869.790,32387475.0,32869790.0
,,,155.100.623,(1.349.894.514),155100623.0,-1349894514.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,410.158.699,(1.097.955.705),410158699.0,-1097955705.0
