row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,1.794.650.982,746.030.453,1794650982.0,746030453.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Cổ phần Chế biến Thức ăn Gia sức Đông Gia Lai,Trong đó: > - Công ty Cổ phần Chế biến Thức ăn Gia sức Đông Gia Lai,- Công ty Cổ phần Chế biến Thức ăn Gia sức Đông Gia Lai,1.097.734.678,482.478.677,1097734678.0,482478677.0
- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Trong đó: > - Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,674.941.133,130.642.069,674941133.0,130642069.0
- Các nhà cung cấp khác,Trong đó: > - Các nhà cung cấp khác,- Các nhà cung cấp khác,21.975.171,132.909.707,21975171.0,132909707.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trong đó: > Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,1.227.055,20.120.906,1227055.0,20120906.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.795.878.037,766.151.359,1795878037.0,766151359.0
Dự phòng trả trước cho người bán ngắn hạn khó đòi,Trong đó: > Dự phòng trả trước cho người bán ngắn hạn khó đòi,Dự phòng trả trước cho người bán ngắn hạn khó đòi,(404.852),(9.923.885),-404852.0,-9923885.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.795.473.185,756.227.474,1795473185.0,756227474.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước các bên liên quan (TM số 33),Trong đó: > Trả trước các bên liên quan (TM số 33),Trả trước các bên liên quan (TM số 33),1.777.920.352,620.489.246,1777920352.0,620489246.0
Trả trước các bên thứ ba,Trong đó: > Trả trước các bên thứ ba,Trả trước các bên thứ ba,17.957.685,145.662.113,17957685.0,145662113.0
