row_label_raw,row_label_full,Ông Lê Văn Thạch,Giám đốc công ty con,Mượn tiền,3.418.822,-,numeric__Giám đốc công ty con,numeric__Mượn tiền,numeric__3.418.822,numeric__-
Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty liên quan,Mượn tiền,272.700,272.700,,,272700.0,272700.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Khác,39.720,39.720,,,39720.0,39720.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Mượn tiền,-,10.415.275,,,,10415275.0
Ông Trần Quang Dũng,Ông Trần Quang Dũng,Ông Trần Quang Dũng,Phó giám đốc công ty con,Khác,-,468.697,,,,468697.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Bên liên quan,Khác,-,4.932,,,,4932.0
,,,,,3.731.242,11.201.324,,,3731242.0,11201324.0
