row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngân hàng Liên doanh Lào Việt(“Ngân hàng Lào - Việt”) - Chi nhánh Attapeu,Ngân hàng Liên doanh Lào Việt(“Ngân hàng Lào - Việt”) - Chi nhánh Attapeu,Ngân hàng Liên doanh Lào Việt(“Ngân hàng Lào - Việt”) - Chi nhánh Attapeu,279.030.094,297.362.966,279030094.0,297362966.0
Ngân hàng Thương mại Cổ phần Sài Gòn,Ngân hàng Thương mại Cổ phần Sài Gòn,Ngân hàng Thương mại Cổ phần Sài Gòn,,,,
Thương Tín (“Sacombank”),Ngân hàng Thương mại Cổ phần Sài Gòn > Thương Tín (“Sacombank”),Thương Tín (“Sacombank”),70.085.786,111.346.340,70085786.0,111346340.0
Ngân Hàng Thương mại Cổ phần Tiên Phong(“TPBank”),Ngân hàng Thương mại Cổ phần Sài Gòn > Ngân Hàng Thương mại Cổ phần Tiên Phong(“TPBank”),Ngân Hàng Thương mại Cổ phần Tiên Phong(“TPBank”),48.000.000,198.000.000,48000000.0,198000000.0
Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (“Eximbank”),Ngân hàng Thương mại Cổ phần Sài Gòn > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (“Eximbank”),Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (“Eximbank”),-,587.790.248,,587790248.0
TỔNG CỘNG,Ngân hàng Thương mại Cổ phần Sài Gòn > TỔNG CỘNG,TỔNG CỘNG,397.115.880,1.194.499.554,397115880.0,1194499554.0
Trong đó:Vay dài hạn ngân hàng đến hạn trả trongvòng 1 năm,Ngân hàng Thương mại Cổ phần Sài Gòn > Trong đó:Vay dài hạn ngân hàng đến hạn trả trongvòng 1 năm,Trong đó:Vay dài hạn ngân hàng đến hạn trả trongvòng 1 năm,353.755.653,901.090.257,353755653.0,901090257.0
Vay dài hạn,Ngân hàng Thương mại Cổ phần Sài Gòn > Vay dài hạn,Vay dài hạn,43.360.227,293.409.297,43360227.0,293409297.0
