row_label_raw,row_label_full,Tên ngân hàng,Ngày 31 tháng 12năm 2023,Ngàn VNDNgày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2023,numeric__Ngàn VNDNgày 31 tháng 12năm 2022
Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,848.000.000,282.000.000,848000000.0,282000000.0
"Ngân hàng Bưu điện Liên Việt (""LPBank""), Chi nhánh Gia Lai","Ngân hàng Bưu điện Liên Việt (""LPBank""), Chi nhánh Gia Lai","Ngân hàng Bưu điện Liên Việt (""LPBank""), Chi nhánh Gia Lai",750.000.000,-,750000000.0,
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Gia Lai","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Gia Lai","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Gia Lai",699.999.734,690.999.004,699999734.0,690999004.0
"Sacombank Lào, Chi nhánh Champasak","Sacombank Lào, Chi nhánh Champasak","Sacombank Lào, Chi nhánh Champasak",51.187.942,24.740.782,51187942.0,24740782.0
"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV""), Chi nhánh Gia Lai","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV""), Chi nhánh Gia Lai","Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV""), Chi nhánh Gia Lai",-,4.970.602,,4970602.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.349.187.676,1.002.710.388,2349187676.0,1002710388.0
