row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Ngắn hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),126.079.114,67.033.009,126079114.0,67033009.0
Khác,Ngắn hạn > Khác,Khác,73.540.056,39.017.206,73540056.0,39017206.0
,,,199.619.170,106.050.215,199619170.0,106050215.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Dài hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),381.772.904,308.838.184,381772904.0,308838184.0
,,,381.772.904,308.838.184,381772904.0,308838184.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,581.392.074,414.888.399,581392074.0,414888399.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,577.660.832,403.687.075,577660832.0,403687075.0
Phải trả ngắn hạn các bên liên quan (TM số 33),Trong đó: > Phải trả ngắn hạn các bên liên quan (TM số 33),Phải trả ngắn hạn các bên liên quan (TM số 33),3.731.242,11.201.324,3731242.0,11201324.0
