row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngắn hạn ngân hàng (TM số 23.1),Ngắn hạn > Vay ngắn hạn ngân hàng (TM số 23.1),Vay ngắn hạn ngân hàng (TM số 23.1),2.349.187.676,1.002.710.388,2349187676.0,1002710388.0
Vay dài hạn trái phiếu đến hạn trả (TM số 23.2),Ngắn hạn > Vay dài hạn trái phiếu đến hạn trả (TM số 23.2),Vay dài hạn trái phiếu đến hạn trả (TM số 23.2),1.748.934.978,2.058.184.544,1748934978.0,2058184544.0
Vay dài hạn ngân hàng đến hạn trả (TM số 23.3),Ngắn hạn > Vay dài hạn ngân hàng đến hạn trả (TM số 23.3),Vay dài hạn ngân hàng đến hạn trả (TM số 23.3),353.755.653,901.090.257,353755653.0,901090257.0
Vay dài hạn từ công ty và cá nhân đến hạn trả (TM số 23.5),Ngắn hạn > Vay dài hạn từ công ty và cá nhân đến hạn trả (TM số 23.5),Vay dài hạn từ công ty và cá nhân đến hạn trả (TM số 23.5),71.690.783,-,71690783.0,
Vay ngắn hạn từ công ty (TM số 23.4),Ngắn hạn > Vay ngắn hạn từ công ty (TM số 23.4),Vay ngắn hạn từ công ty (TM số 23.4),5.000.000,38.500.000,5000000.0,38500000.0
,,,4.528.569.090,4.000.485.189,4528569090.0,4000485189.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay dài hạn trái phiếu (TM số 23.2),Dài hạn > Vay dài hạn trái phiếu (TM số 23.2),Vay dài hạn trái phiếu (TM số 23.2),3.199.130.581,3.681.058.998,3199130581.0,3681058998.0
Vay dài hạn từ công ty và cá nhân (TM số 23.5),Dài hạn > Vay dài hạn từ công ty và cá nhân (TM số 23.5),Vay dài hạn từ công ty và cá nhân (TM số 23.5),97.930.000,190.665.939,97930000.0,190665939.0
Vay dài hạn ngân hàng (TM số 23.3),Dài hạn > Vay dài hạn ngân hàng (TM số 23.3),Vay dài hạn ngân hàng (TM số 23.3),43.360.227,293.409.297,43360227.0,293409297.0
,,,3.340.420.808,4.165.134.234,3340420808.0,4165134234.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,7.868.989.898,8.165.619.423,7868989898.0,8165619423.0
