row_label_raw,row_label_full,"Tổ chức thu xếp phát hành > Công ty TNHHChứng khoán ACB (""ACBS"")",Trái chủ > Công ty TNHHDịch vụ Nông nghiệp Tây Nguyên,Số tiền (Ngàn VND) > 300.000.000,"Lãi suất (%/năm) > 10,00",Ngày đáo hạn cuối cùng > Ngày 30 tháng 9 năm 2025,Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn,numeric__Trái chủ > Công ty TNHHDịch vụ Nông nghiệp Tây Nguyên,numeric__Số tiền (Ngàn VND) > 300.000.000,"numeric__Lãi suất (%/năm) > 10,00",numeric__Ngày đáo hạn cuối cùng > Ngày 30 tháng 9 năm 2025,numeric__Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,,(22.934.441),,,,,-22934441.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.948.065.559,,,,,4948065559.0,,,
Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,3.199.130.581,,,,,3199130581.0,,,
Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,Trong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,1.748.934.978,,,,,1748934978.0,,,
