row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập (*),Thu nhập (*)_1,numeric__Chức vụ,numeric__Thu nhập (*),numeric__Thu nhập (*)_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Bà Hồ Thị Kim ChiÔng Võ Trường SơnÔng Đoàn Nguyễn Đức,Tên > Bà Hồ Thị Kim ChiÔng Võ Trường SơnÔng Đoàn Nguyễn Đức,Bà Hồ Thị Kim ChiÔng Võ Trường SơnÔng Đoàn Nguyễn Đức,Phó Tổng Giám đốcTổng Giám đốcChủ tịch HĐQT,337.50090.06760.667,175.50093.60058.500,,3375009006760667.0,1755009360058500.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,488.234,327.600,,488234.0,327600.0
