row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.071.561.008.455,694.379.188.147,100.0,,1071561008455.0,694379188147.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,470.061.718.120,336.807.716.067,110.0,51.0,470061718120.0,336807716067.0
1. Tiền,1. Tiền,1. Tiền,111,,242.393.182.850,122.985.042.067,111.0,,242393182850.0,122985042067.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,227.668.535.270,213.822.674.000,112.0,,227668535270.0,213822674000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,-,30.000.000.000,120.0,,,30000000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,-,30.000.000.000,123.0,,,30000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,363.509.670.487,179.292.636.069,130.0,,363509670487.0,179292636069.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.2,103.363.445.699,122.485.772.971,131.0,52.0,103363445699.0,122485772971.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.3,169.259.565.534,4.571.973.920,132.0,53.0,169259565534.0,4571973920.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,5.4,91.048.764.635,52.396.579.838,136.0,54.0,91048764635.0,52396579838.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,,(162.105.381),(162.105.381),137.0,,-162105381.0,-162105381.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,-,414.721,139.0,,,414721.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.5,214.186.555.570,137.522.087.909,140.0,55.0,214186555570.0,137522087909.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,214.186.555.570,137.522.087.909,141.0,,214186555570.0,137522087909.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,23.803.064.278,10.756.748.102,150.0,,23803064278.0,10756748102.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,14.690.447.772,8.286.725.798,151.0,,14690447772.0,8286725798.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,9.112.616.506,1.177.133.335,152.0,,9112616506.0,1177133335.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.6,-,1.292.888.969,153.0,56.0,,1292888969.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,883.203.669.585,727.271.546.766,200.0,,883203669585.0,727271546766.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,636.532.208.633,651.395.674.675,220.0,,636532208633.0,651395674675.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.7,595.375.421.956,618.302.904.756,221.0,57.0,595375421956.0,618302904756.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,901.299.077.489,851.063.493.212,222.0,,901299077489.0,851063493212.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(305.923.655.533),(232.760.588.456),223.0,,-305923655533.0,-232760588456.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.8,41.156.786.677,33.092.769.919,227.0,58.0,41156786677.0,33092769919.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,45.206.131.504,36.153.869.936,228.0,,45206131504.0,36153869936.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(4.049.344.827),(3.061.100.017),229.0,,-4049344827.0,-3061100017.0
I. Tài sản dở dang dài hạn,I. Tài sản dở dang dài hạn,I. Tài sản dở dang dài hạn,240,,191.159.377.412,28.573.163.310,240.0,,191159377412.0,28573163310.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,5.9,191.159.377.412,28.573.163.310,242.0,59.0,191159377412.0,28573163310.0
II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,II. Đầu tư tài chính dài hạn,250,,42.587.327.201,39.205.453.451,250.0,,42587327201.0,39205453451.0
". Đầu tư vào công ty liên doanh, liên kết",". Đầu tư vào công ty liên doanh, liên kết",". Đầu tư vào công ty liên doanh, liên kết",252,5.10,42.587.327.201,39.205.453.451,252.0,510.0,42587327201.0,39205453451.0
