row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Cộng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Tại ngày 01/01/2015,NGUYÊN GIÁ > Tại ngày 01/01/2015,Tại ngày 01/01/2015,36.107.984.276,45.885.660,36.153.869.936,36107984276.0,45885660.0,36153869936.0
Mua trong năm,NGUYÊN GIÁ > Mua trong năm,Mua trong năm,8.945.261.568,107.000.000,9.052.261.568,8945261568.0,107000000.0,9052261568.0
Tại ngày 31/12/2015,NGUYÊN GIÁ > Tại ngày 31/12/2015,Tại ngày 31/12/2015,45.053.245.844,152.885.660,45.206.131.504,45053245844.0,152885660.0,45206131504.0
HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,,,
Tại ngày 01/01/2015,HAO MÒN LỦY KẾ > Tại ngày 01/01/2015,Tại ngày 01/01/2015,3.015.214.357,45.885.660,3.061.100.017,3015214357.0,45885660.0,3061100017.0
Khấu hao trong năm,HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,967.439.256,20.805.554,988.244.810,967439256.0,20805554.0,988244810.0
Tại ngày 31/12/2015,HAO MÒN LỦY KẾ > Tại ngày 31/12/2015,Tại ngày 31/12/2015,3.982.653.613,66.691.214,4.049.344.827,3982653613.0,66691214.0,4049344827.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại ngày 01/01/2015,GIÁ TRỊ CÒN LẠI > Tại ngày 01/01/2015,Tại ngày 01/01/2015,33.092.769.919,-,33.092.769.919,33092769919.0,,33092769919.0
Tại ngày 31/12/2015,GIÁ TRỊ CÒN LẠI > Tại ngày 31/12/2015,Tại ngày 31/12/2015,41.070.592.231,86.194.446,41.156.786.677,41070592231.0,86194446.0,41156786677.0
