row_label_raw,row_label_full,Khoản mục,Năm 2015 VND,Năm 2014 VND,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,Thù lao của Hội đồng Quản trị,660.000.000,660.000.000,660000000.0,660000000.0
Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,264.000.000,264.000.000,264000000.0,264000000.0
Lương và phụ cấp của Ban Tổng giám đốc,Lương và phụ cấp của Ban Tổng giám đốc,Lương và phụ cấp của Ban Tổng giám đốc,1.878.071.040,1.467.540.000,1878071040.0,1467540000.0
Cộng,Cộng,Cộng,2.802.071.040,2.391.540.000,2802071040.0,2391540000.0
