row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,1.135.279.409.795,635.324.911.650,300.0,,1135279409795.0,635324911650.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,667.079.248.529,507.673.920.248,310.0,,667079248529.0,507673920248.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,5.12,200.885.707.160,160.688.554.128,311.0,512.0,200885707160.0,160688554128.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,5.13,12.300.795.564,6.541.650.794,312.0,513.0,12300795564.0,6541650794.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,5.6,5.746.819.042,330.215.456,313.0,56.0,5746819042.0,330215456.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,4.560.270.983,7.125.469.132,314.0,,4560270983.0,7125469132.0
5. Phải trả ngắn hạn khác,5. Phải trả ngắn hạn khác,5. Phải trả ngắn hạn khác,319,5.11,3.856.673.854,3.104.251.244,319.0,511.0,3856673854.0,3104251244.0
6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,6. Vay và nợ thuê tài chính ngắn hạn,320,5.14,438.769.898.696,329.022.191.692,320.0,514.0,438769898696.0,329022191692.0
"7. Quỹ khen thưởng, phúc lợi","7. Quỹ khen thưởng, phúc lợi","7. Quỹ khen thưởng, phúc lợi",322,,959.083.230,861.587.802,322.0,,959083230.0,861587802.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,468.200.161.266,127.650.991.402,330.0,,468200161266.0,127650991402.0
1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,338,5.16,171.262.661.266,127.650.991.402,338.0,516.0,171262661266.0,127650991402.0
2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,339,5.15,296.937.500.000,-,339.0,515.0,296937500000.0,
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,819.485.268.245,786.325.823.263,400.0,,819485268245.0,786325823263.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,5.17,819.485.268.245,786.325.823.263,410.0,517.0,819485268245.0,786325823263.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,494.999.880.000,396.000.000.000,411.0,,494999880000.0,396000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,494.999.880.000,396.000.000.000,,,494999880000.0,396000000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,147.408.567.329,147.501.567.329,412.0,,147408567329.0,147501567329.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,417,,1.587.734.457,-,417.0,,1587734457.0,
4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,,35.950.759.648,31.389.007.730,418.0,,35950759648.0,31389007730.0
5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,420,,13.177.404.323,14.053.617.323,420.0,,13177404323.0,14053617323.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,116.439.130.668,187.992.781.673,421.0,,116439130668.0,187992781673.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,76.423.259.683,141.029.220.582,,,76423259683.0,141029220582.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,40.015.870.985,46.963.561.091,,,40015870985.0,46963561091.0
7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,429,,9.921.791.820,9.388.849.208,429.0,,9921791820.0,9388849208.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,1.954.764.678.040,1.421.650.734.913,440.0,,1954764678040.0,1421650734913.0
