row_label_raw,row_label_full,col_0,31/12/2015 > Giá trịVND,31/12/2015 > Số có khả năng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2015 > Giá trịVND,01/01/2015 > Số có khả năng trả nợVND,numeric__31/12/2015 > Giá trịVND,numeric__31/12/2015 > Số có khả năng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2015 > Giá trịVND,numeric__01/01/2015 > Số có khả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,438.769.898.696,438.769.898.696,1.465.863.790.558,1.356.116.083.554,329.022.191.692,329.022.191.692,438769898696.0,438769898696.0,1465863790558.0,1356116083554.0,329022191692.0,329022191692.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (i),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (i),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hải Dương (i),31.438.643.627,31.438.643.627,317.561.390.878,342.415.236.824,56.292.489.573,56.292.489.573,31438643627.0,31438643627.0,317561390878.0,342415236824.0,56292489573.0,56292489573.0
- Ngân hàng TMCP Xăng dầu Petrolimex - Chi nhánh Hải Dương,- Ngân hàng TMCP Xăng dầu Petrolimex - Chi nhánh Hải Dương,- Ngân hàng TMCP Xăng dầu Petrolimex - Chi nhánh Hải Dương,-,-,18.724.938.890,25.340.338.490,6.615.399.600,6.615.399.600,,,18724938890.0,25340338490.0,6615399600.0,6615399600.0
- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (ii),- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (ii),- Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hải Dương (ii),225.377.369.856,225.377.369.856,580.523.400.867,470.352.216.221,115.206.185.210,115.206.185.210,225377369856.0,225377369856.0,580523400867.0,470352216221.0,115206185210.0,115206185210.0
- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (iii),- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (iii),- Ngân hàng TNHH MTV Shinhan Việt Nam - Chi nhánh Hải Dương (iii),12.224.025.000,12.224.025.000,30.948.236.550,24.605.111.214,5.880.899.664,5.880.899.664,12224025000.0,12224025000.0,30948236550.0,24605111214.0,5880899664.0,5880899664.0
- Ngân hàng TMCP Quốc tế Việt Nam - Chi nhánh Hải Dương,- Ngân hàng TMCP Quốc tế Việt Nam - Chi nhánh Hải Dương,- Ngân hàng TMCP Quốc tế Việt Nam - Chi nhánh Hải Dương,-,-,60.928.116.861,66.366.975.061,5.438.858.200,5.438.858.200,,,60928116861.0,66366975061.0,5438858200.0,5438858200.0
- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (iv),- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (iv),- Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hải Dương (iv),75.183.501.563,75.183.501.563,236.834.570.651,286.119.543.044,124.468.473.956,124.468.473.956,75183501563.0,75183501563.0,236834570651.0,286119543044.0,124468473956.0,124468473956.0
- Ngân hàng Bangkok đại chúng TNHH - Chi nhánh Hà Nội (v),- Ngân hàng Bangkok đại chúng TNHH - Chi nhánh Hà Nội (v),- Ngân hàng Bangkok đại chúng TNHH - Chi nhánh Hà Nội (v),19.805.764.745,19.805.764.745,30.888.560.735,16.597.873.285,5.515.077.295,5.515.077.295,19805764745.0,19805764745.0,30888560735.0,16597873285.0,5515077295.0,5515077295.0
- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (vi),- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (vi),- Ngân hàng TMCP Quân đội - Chi nhánh Hải Dương (vi),44.609.019.099,44.609.019.099,120.739.857.710,85.735.646.805,9.604.808.194,9.604.808.194,44609019099.0,44609019099.0,120739857710.0,85735646805.0,9604808194.0,9604808194.0
"- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)","- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)","- Ngân hàng Citibank, N.A. Việt Nam - Chi nhánh Hà Nội (vii)",30.131.574.806,30.131.574.806,68.714.717.416,38.583.142.610,-,-,30131574806.0,30131574806.0,68714717416.0,38583142610.0,,
Cộng,Cộng,Cộng,438.769.898.696,438.769.898.696,1.465.863.790.558,1.356.116.083.554,329.022.191.692,329.022.191.692,438769898696.0,438769898696.0,1465863790558.0,1356116083554.0,329022191692.0,329022191692.0
