row_label_raw,row_label_full,col_0,Năm 2015VND,Năm 2014VND,numeric__Năm 2015VND,numeric__Năm 2014VND
Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,,
"Chi phí nguyên liệu, vật liệu","Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",4.276.349.916,3.036.699.155,4276349916.0,3036699155.0
Chi phí nhân công,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí nhân công,Chi phí nhân công,15.077.334.248,13.692.345.376,15077334248.0,13692345376.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,7.611.713.486,7.475.541.695,7611713486.0,7475541695.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.490.526.237,4.718.224.723,7490526237.0,4718224723.0
Chi phí khác bằng tiền,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Chi phí khác bằng tiền,Chi phí khác bằng tiền,7.152.486.377,7.054.234.402,7152486377.0,7054234402.0
Cộng,Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ > Cộng,Cộng,41.608.410.264,35.977.045.351,41608410264.0,35977045351.0
Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,Các khoản chi phí bán hàng phát sinh trong kỳ,,
"Chi phí nguyên liệu, vật liệu","Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",30.899.191.738,37.315.675.533,30899191738.0,37315675533.0
Chi phí nhân công,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí nhân công,Chi phí nhân công,3.372.990.649,3.993.740.890,3372990649.0,3993740890.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,3.201.986.221,1.894.062.327,3201986221.0,1894062327.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,31.497.801.798,33.221.617.617,31497801798.0,33221617617.0
Chi phí khác bằng tiền,Các khoản chi phí bán hàng phát sinh trong kỳ > Chi phí khác bằng tiền,Chi phí khác bằng tiền,6.258.080.206,2.512.687.898,6258080206.0,2512687898.0
Cộng,Các khoản chi phí bán hàng phát sinh trong kỳ > Cộng,Cộng,75.230.050.612,78.937.784.265,75230050612.0,78937784265.0
