row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ chuyển nhượng bất động sản,Ngắn hạn > Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,51.683.732.159,93.004.037.395,51683732159.0,93004037395.0
- Công ty TNHH Đầu tư Bất động sản Hưng Phú,Ngắn hạn > - Công ty TNHH Đầu tư Bất động sản Hưng Phú,- Công ty TNHH Đầu tư Bất động sản Hưng Phú,-,22.622.304.239,,22622304239.0
- Các khách hàng khác,Ngắn hạn > - Các khách hàng khác,- Các khách hàng khác,51.683.732.159,70.381.733.156,51683732159.0,70381733156.0
Phải thu từ hoạt động khác,Ngắn hạn > Phải thu từ hoạt động khác,Phải thu từ hoạt động khác,51.642.337.683,37.730.833.202,51642337683.0,37730833202.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,103.326.069.842,130.734.870.597,103326069842.0,130734870597.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 32),Trong đó: > Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 32),Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 32),263.729.001,-,263729001.0,
Phải thu ngắn hạn từ các bên khác,Trong đó: > Phải thu ngắn hạn từ các bên khác,Phải thu ngắn hạn từ các bên khác,103.062.340.841,130.734.870.597,103062340841.0,130734870597.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Phải thu từ hoạt động khác,Dải hạn > Phải thu từ hoạt động khác,Phải thu từ hoạt động khác,11.976.673.775,20.202.866.956,11976673775.0,20202866956.0
- Công ty TNHH Hồ Tây Một Thành Viên,Dải hạn > - Công ty TNHH Hồ Tây Một Thành Viên,- Công ty TNHH Hồ Tây Một Thành Viên,11.976.673.775,20.202.866.956,11976673775.0,20202866956.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,11.976.673.775,20.202.866.956,11976673775.0,20202866956.0
Dự phòng phải thu ngắn hạn khó đòi,Dải hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(41.099.579.034),(42.784.760.757),-41099579034.0,-42784760757.0
