row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng cho các dự án,Ngắn hạn > Chi phí bán hàng cho các dự án,Chi phí bán hàng cho các dự án,4.139.445.104,28.878.638.669,4139445104.0,28878638669.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",121.189.047,195.507.383,121189047.0,195507383.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,3.532.203.564,12.373.586.283,3532203564.0,12373586283.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,7.792.837.715,41.447.732.335,7792837715.0,41447732335.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)","Dải hạn > Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)","Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây (i)",51.598.490.592,73.714.254.717,51598490592.0,73714254717.0
"Công cụ, dụng cụ xuất dùng","Dải hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",1.149.140.999,593.945.455,1149140999.0,593945455.0
Chi phí trả trước dài hạn khác,Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,7.047.871.002,4.879.661.849,7047871002.0,4879661849.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,59.795.502.593,79.187.862.021,59795502593.0,79187862021.0
