row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Tiền phạt, bồi thường thu được","Thu nhập khác > Tiền phạt, bồi thường thu được","Tiền phạt, bồi thường thu được",12.195.499.558,1.156.990.446,12195499558.0,1156990446.0
Tiền thu được từ nợ phải thu tồn động lâu ngày,Thu nhập khác > Tiền thu được từ nợ phải thu tồn động lâu ngày,Tiền thu được từ nợ phải thu tồn động lâu ngày,-,31.988.875.138,,31988875138.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,731.664.205,915.380.753,731664205.0,915380753.0
,,,12.927.163.763,34.061.246.337,12927163763.0,34061246337.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Chi phí tài trợ, ứng hộ","Chi phí khác > Chi phí tài trợ, ứng hộ","Chi phí tài trợ, ứng hộ",70.000.000,10.000.000.000,70000000.0,10000000000.0
"Chi phí phạt, bồi thường","Chi phí khác > Chi phí phạt, bồi thường","Chi phí phạt, bồi thường",7.354.132.238,-,7354132238.0,
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,2.534.939.696,2.291.305.597,2534939696.0,2291305597.0
,,,9.959.071.934,12.291.305.597,9959071934.0,12291305597.0
LỢI NHUẬN KHÁC,Chi phí khác > LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,2.968.091.829,21.769.940.740,2968091829.0,21769940740.0
