row_label_raw,row_label_full,Ông Tô Như Toàn,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Phó chủ tịch,bổ nhiệm ngày 28 tháng 7 năm 2023,,
Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó chủ tịch,,,
Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên,,,
Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên,,,
Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Thành viên,,,
Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên độc lập,,,
Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Ông Nguyễn Thái Sơn,Thành viên độc lập,bổ nhiệm ngày 27 tháng 12 năm 2023,,
Ông Chu Đức Lượng,Ông Chu Đức Lượng,Ông Chu Đức Lượng,Thành viên độc lập,miễn nhiệm ngày 27 tháng 12 năm 2023,,
