row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Tô Như ToànBà Nguyễn Diệu Tú,Tên > Ông Tô Như ToànBà Nguyễn Diệu Tú,Ông Tô Như ToànBà Nguyễn Diệu Tú,Chủ tịch HĐQT,2.746.886.000,2.662.775.000,,2746886000.0,2662775000.0
Ông Tô Như ToànBà Nguyễn Diệu Tú,Tên > Ông Tô Như ToànBà Nguyễn Diệu Tú,Ông Tô Như ToànBà Nguyễn Diệu Tú,Phó chủ tịch HĐQT,481.440.001,886.000.002,,481440001.0,886000002.0
Ông Tô Như Thắng,Tên > Ông Tô Như Thắng,Ông Tô Như Thắng,Phó chủ tịch HĐQT từ ngày 28 tháng 07 năm 2023/Phó Tổng Giám đốc đến ngày 04 tháng 01 năm 2023,2.273.000.000,2.019.232.969,,2273000000.0,2019232969.0
Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Tên > Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Thành viên HĐQT/Tổng giám đốc,1.893.741.380,1.777.828.250,,1893741380.0,1777828250.0
Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Tên > Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Ông Triệu Hữu ĐạiÔng Trịnh Thanh Hải,Thành viên HĐQT độc lập/ Chủ tịch Ủy ban Kiểm toán,400.000.000,400.000.000,,400000000.0,400000000.0
Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Tên > Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Thành viên HĐQT/Phó Chủ tịch Ủy ban Kiểm toán,1.432.501.098,1.334.327.979,,1432501098.0,1334327979.0
Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Tên > Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Bà Đỗ Thị Thanh PhươngÔng Phạm Hồng Châu,Thành viên HĐQT/ Phó Tổng Giám đốc,310.260.000,305.698.000,,310260000.0,305698000.0
Ông Vũ Thanh Tuấn,Tên > Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Phó Tổng Giám đốc từ ngày 4 tháng 1 năm 2023,1.763.000.000,-,,1763000000.0,
Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Tên > Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Phó Tổng Giám đốc từ ngày 3 tháng 4 năm 2023,1.358.000.000,-,,1358000000.0,
Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Tên > Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Ông Lâm Hoàng ĐăngBà Nguyễn Thu Hằng,Phó Tổng Giám đốc đến ngày 3 tháng 4 năm 2023,909.731.192,1.776.659.124,,909731192.0,1776659124.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,13.568.559.671,11.162.521.324,,13568559671.0,11162521324.0
