row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Đầu tư và Xây dựng CGM,Công ty Cổ phần Đầu tư và Xây dựng CGM,Công ty Cổ phần Đầu tư và Xây dựng CGM,44.605.524.297,83.107.256.248,44605524297.0,83107256248.0
Công ty TNHH Đầu tư Bất động sản Hưng Phú,Công ty TNHH Đầu tư Bất động sản Hưng Phú,Công ty TNHH Đầu tư Bất động sản Hưng Phú,2.252.996.027,22.582.466.738,2252996027.0,22582466738.0
Công ty Cổ phần Xây dựng Coteccons,Công ty Cổ phần Xây dựng Coteccons,Công ty Cổ phần Xây dựng Coteccons,-,21.147.992.653,,21147992653.0
Công ty TNHH Hồ Tây Một Thành Viên,Công ty TNHH Hồ Tây Một Thành Viên,Công ty TNHH Hồ Tây Một Thành Viên,-,9.196.945.532,,9196945532.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,39.561.631.452,92.482.801.163,39561631452.0,92482801163.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,86.420.151.776,228.517.462.334,86420151776.0,228517462334.0
